日期,方向,标的
2022-03-25,做多,113638.SH
2022-03-25,做多,128118.SZ
2022-03-25,做多,128138.SZ
2022-03-25,做多,123109.SZ
2022-03-25,做多,113591.SH
2022-03-25,做多,110084.SH
2022-03-25,做多,128136.SZ
2022-03-25,做多,123129.SZ
2022-03-25,做多,128124.SZ
2022-03-25,做多,123096.SZ
2022-03-25,做多,123056.SZ
2022-03-25,做多,113578.SH
2022-03-25,做多,128125.SZ
2022-03-25,做多,110063.SH
2022-03-25,做多,123104.SZ
2022-03-25,做多,128132.SZ
2022-03-25,做多,128117.SZ
2022-03-25,做多,110076.SH
2022-03-25,做多,113623.SH
2022-03-25,做多,128131.SZ
2022-03-25,做多,128105.SZ
2022-03-25,做多,123101.SZ
2022-03-25,做多,127046.SZ
2022-03-25,做多,118002.SH
2022-03-25,做多,128116.SZ
2022-03-25,做多,113604.SH
2022-03-25,做多,113627.SH
2022-03-25,做多,123090.SZ
2022-03-25,做多,113569.SH
2022-03-25,做多,127019.SZ
2022-03-25,做多,123076.SZ
2022-03-25,做多,113589.SH
2022-03-25,做多,123117.SZ
2022-03-25,做多,113605.SH
2022-03-25,做多,113633.SH
2022-03-25,做多,113584.SH
2022-03-25,做多,110072.SH
2022-03-25,做多,128114.SZ
2022-03-25,做空,128041.SZ
2022-03-25,做空,110044.SH
2022-03-25,做空,123018.SZ
2022-03-25,做空,113526.SH
2022-03-25,做空,127004.SZ
2022-03-25,做空,113597.SH
2022-03-25,做空,128030.SZ
2022-03-25,做空,113042.SH
2022-03-25,做空,110059.SH
2022-03-25,做空,123114.SZ
2022-03-25,做空,128040.SZ
2022-03-25,做空,127016.SZ
2022-03-25,做空,110083.SH
2022-03-25,做空,110055.SH
2022-03-25,做空,113021.SH
2022-03-25,做空,127038.SZ
2022-03-25,做空,123022.SZ
2022-03-25,做空,128017.SZ
2022-03-25,做空,123060.SZ
2022-03-25,做空,113534.SH
2022-03-25,做空,127032.SZ
2022-03-25,做空,123046.SZ
2022-03-25,做空,113621.SH
2022-03-25,做空,113575.SH
2022-03-25,做空,123130.SZ
2022-03-25,做空,111002.SH
2022-03-25,做空,123136.SZ
2022-03-25,做空,128101.SZ
2022-03-25,做空,128035.SZ
2022-03-25,做空,113016.SH
2022-03-25,做空,127025.SZ
2022-03-25,做空,127005.SZ
2022-03-25,做空,128129.SZ
2022-03-25,做空,110048.SH
2022-03-25,做空,123067.SZ
2022-03-25,做空,128095.SZ
2022-03-25,做空,127007.SZ
2022-03-25,做空,128140.SZ
2022-03-25,做空,113013.SH
2022-03-25,做空,128053.SZ
2022-03-25,做空,113631.SH
2022-03-25,做空,113582.SH
2022-03-25,做空,113037.SH
2022-03-25,做空,127012.SZ
2022-03-25,做空,113599.SH
2022-03-25,做空,128023.SZ
2022-03-25,做空,127051.SZ
2022-03-25,做空,113516.SH
2022-03-25,做空,127017.SZ
2022-03-25,做空,123075.SZ
2022-03-25,做空,110056.SH
2022-03-25,做空,113629.SH
2022-03-25,做空,128034.SZ
2022-03-25,做空,113052.SH
2022-03-25,做空,123011.SZ
2022-03-25,做空,123057.SZ
2022-03-25,做空,123054.SZ
2022-04-29,做多,110058.SH
2022-04-29,做多,128074.SZ
2022-04-29,做多,128122.SZ
2022-04-29,做多,123100.SZ
2022-04-29,做多,127034.SZ
2022-04-29,做多,128063.SZ
2022-04-29,做多,113601.SH
2022-04-29,做多,123128.SZ
2022-04-29,做多,127041.SZ
2022-04-29,做多,113578.SH
2022-04-29,做多,123108.SZ
2022-04-29,做多,123056.SZ
2022-04-29,做多,128118.SZ
2022-04-29,做多,128133.SZ
2022-04-29,做多,128090.SZ
2022-04-29,做多,123137.SZ
2022-04-29,做多,123129.SZ
2022-04-29,做多,110063.SH
2022-04-29,做多,128142.SZ
2022-04-29,做多,123119.SZ
2022-04-29,做多,128125.SZ
2022-04-29,做多,128069.SZ
2022-04-29,做多,128136.SZ
2022-04-29,做多,113610.SH
2022-04-29,做多,123115.SZ
2022-04-29,做多,127021.SZ
2022-04-29,做多,123104.SZ
2022-04-29,做多,123096.SZ
2022-04-29,做多,127052.SZ
2022-04-29,做多,128072.SZ
2022-04-29,做多,113627.SH
2022-04-29,做多,128138.SZ
2022-04-29,做多,113639.SH
2022-04-29,做多,118004.SH
2022-04-29,做多,128105.SZ
2022-04-29,做多,128117.SZ
2022-04-29,做多,113632.SH
2022-04-29,做多,123101.SZ
2022-04-29,做多,123099.SZ
2022-04-29,做多,110076.SH
2022-04-29,做多,128116.SZ
2022-04-29,做多,127046.SZ
2022-04-29,做多,128131.SZ
2022-04-29,做多,113638.SH
2022-04-29,做多,113623.SH
2022-04-29,做多,123090.SZ
2022-04-29,做多,113604.SH
2022-04-29,做多,123109.SZ
2022-04-29,做多,113569.SH
2022-04-29,做多,127019.SZ
2022-04-29,做多,113633.SH
2022-04-29,做多,123076.SZ
2022-04-29,做多,128124.SZ
2022-04-29,做多,113589.SH
2022-04-29,做多,123117.SZ
2022-04-29,做多,113605.SH
2022-04-29,做多,113584.SH
2022-04-29,做多,128114.SZ
2022-04-29,做多,110072.SH
2022-04-29,做空,128041.SZ
2022-04-29,做空,123136.SZ
2022-04-29,做空,110044.SH
2022-04-29,做空,123018.SZ
2022-04-29,做空,128030.SZ
2022-04-29,做空,127004.SZ
2022-04-29,做空,110055.SH
2022-04-29,做空,127007.SZ
2022-04-29,做空,113582.SH
2022-04-29,做空,113526.SH
2022-04-29,做空,127038.SZ
2022-04-29,做空,123046.SZ
2022-04-29,做空,123022.SZ
2022-04-29,做空,113042.SH
2022-04-29,做空,123060.SZ
2022-04-29,做空,123083.SZ
2022-04-29,做空,110059.SH
2022-04-29,做空,123130.SZ
2022-04-29,做空,128140.SZ
2022-04-29,做空,128033.SZ
2022-04-29,做空,110083.SH
2022-04-29,做空,113016.SH
2022-04-29,做空,127017.SZ
2022-04-29,做空,128095.SZ
2022-04-29,做空,113025.SH
2022-04-29,做空,110074.SH
2022-04-29,做空,113504.SH
2022-04-29,做空,123114.SZ
2022-04-29,做空,113575.SH
2022-04-29,做空,113618.SH
2022-04-29,做空,110070.SH
2022-04-29,做空,127025.SZ
2022-04-29,做空,113597.SH
2022-04-29,做空,113534.SH
2022-04-29,做空,110048.SH
2022-04-29,做空,113013.SH
2022-04-29,做空,127005.SZ
2022-04-29,做空,127032.SZ
2022-04-29,做空,110060.SH
2022-04-29,做空,113636.SH
2022-04-29,做空,113021.SH
2022-04-29,做空,128017.SZ
2022-04-29,做空,123121.SZ
2022-04-29,做空,128035.SZ
2022-04-29,做空,123078.SZ
2022-04-29,做空,127050.SZ
2022-04-29,做空,128040.SZ
2022-04-29,做空,127016.SZ
2022-04-29,做空,127043.SZ
2022-04-29,做空,113631.SH
2022-04-29,做空,113537.SH
2022-04-29,做空,127014.SZ
2022-04-29,做空,113535.SH
2022-04-29,做空,128075.SZ
2022-04-29,做空,128053.SZ
2022-04-29,做空,127054.SZ
2022-04-29,做空,123075.SZ
2022-04-29,做空,113047.SH
2022-04-29,做空,113037.SH
2022-05-27,做多,127021.SZ
2022-05-27,做多,123100.SZ
2022-05-27,做多,127049.SZ
2022-05-27,做多,128063.SZ
2022-05-27,做多,128066.SZ
2022-05-27,做多,113045.SH
2022-05-27,做多,127034.SZ
2022-05-27,做多,113591.SH
2022-05-27,做多,113638.SH
2022-05-27,做多,123044.SZ
2022-05-27,做多,127041.SZ
2022-05-27,做多,128074.SZ
2022-05-27,做多,110052.SH
2022-05-27,做多,118005.SH
2022-05-27,做多,128069.SZ
2022-05-27,做多,118004.SH
2022-05-27,做多,127052.SZ
2022-05-27,做多,128118.SZ
2022-05-27,做多,113623.SH
2022-05-27,做多,127044.SZ
2022-05-27,做多,123108.SZ
2022-05-27,做多,123115.SZ
2022-05-27,做多,123128.SZ
2022-05-27,做多,128138.SZ
2022-05-27,做多,123056.SZ
2022-05-27,做多,128125.SZ
2022-05-27,做多,113610.SH
2022-05-27,做多,123104.SZ
2022-05-27,做多,128136.SZ
2022-05-27,做多,110063.SH
2022-05-27,做多,128117.SZ
2022-05-27,做多,128072.SZ
2022-05-27,做多,110076.SH
2022-05-27,做多,128131.SZ
2022-05-27,做多,113578.SH
2022-05-27,做多,113639.SH
2022-05-27,做多,128142.SZ
2022-05-27,做多,113632.SH
2022-05-27,做多,123090.SZ
2022-05-27,做多,123119.SZ
2022-05-27,做多,113627.SH
2022-05-27,做多,123096.SZ
2022-05-27,做多,123101.SZ
2022-05-27,做多,123099.SZ
2022-05-27,做多,113605.SH
2022-05-27,做多,128105.SZ
2022-05-27,做多,128116.SZ
2022-05-27,做多,128124.SZ
2022-05-27,做多,127046.SZ
2022-05-27,做多,123109.SZ
2022-05-27,做多,113569.SH
2022-05-27,做多,127019.SZ
2022-05-27,做多,128114.SZ
2022-05-27,做多,113604.SH
2022-05-27,做多,123076.SZ
2022-05-27,做多,123117.SZ
2022-05-27,做多,113633.SH
2022-05-27,做多,113589.SH
2022-05-27,做多,113584.SH
2022-05-27,做多,110072.SH
2022-05-27,做空,123136.SZ
2022-05-27,做空,128041.SZ
2022-05-27,做空,110044.SH
2022-05-27,做空,123018.SZ
2022-05-27,做空,128030.SZ
2022-05-27,做空,127004.SZ
2022-05-27,做空,123046.SZ
2022-05-27,做空,113016.SH
2022-05-27,做空,113575.SH
2022-05-27,做空,110055.SH
2022-05-27,做空,123022.SZ
2022-05-27,做空,113526.SH
2022-05-27,做空,113582.SH
2022-05-27,做空,128053.SZ
2022-05-27,做空,127038.SZ
2022-05-27,做空,110048.SH
2022-05-27,做空,113042.SH
2022-05-27,做空,123130.SZ
2022-05-27,做空,113504.SH
2022-05-27,做空,123060.SZ
2022-05-27,做空,113597.SH
2022-05-27,做空,110074.SH
2022-05-27,做空,123121.SZ
2022-05-27,做空,110059.SH
2022-05-27,做空,128040.SZ
2022-05-27,做空,128017.SZ
2022-05-27,做空,123114.SZ
2022-05-27,做空,128140.SZ
2022-05-27,做空,123071.SZ
2022-05-27,做空,123054.SZ
2022-05-27,做空,123078.SZ
2022-05-27,做空,113618.SH
2022-05-27,做空,123057.SZ
2022-05-27,做空,113629.SH
2022-05-27,做空,123067.SZ
2022-05-27,做空,127030.SZ
2022-05-27,做空,128095.SZ
2022-05-27,做空,111004.SH
2022-05-27,做空,127022.SZ
2022-05-27,做空,128101.SZ
2022-05-27,做空,113021.SH
2022-05-27,做空,127032.SZ
2022-05-27,做空,127017.SZ
2022-05-27,做空,110060.SH
2022-05-27,做空,113637.SH
2022-05-27,做空,123011.SZ
2022-05-27,做空,128023.SZ
2022-05-27,做空,111002.SH
2022-05-27,做空,127007.SZ
2022-05-27,做空,127025.SZ
2022-05-27,做空,113537.SH
2022-05-27,做空,128039.SZ
2022-05-27,做空,113534.SH
2022-05-27,做空,128128.SZ
2022-05-27,做空,113642.SH
2022-05-27,做空,123002.SZ
2022-05-27,做空,110070.SH
2022-05-27,做空,110083.SH
2022-05-27,做空,123083.SZ
2022-05-27,做空,127005.SZ
2022-06-24,做多,123113.SZ
2022-06-24,做多,110071.SH
2022-06-24,做多,113054.SH
2022-06-24,做多,127040.SZ
2022-06-24,做多,123044.SZ
2022-06-24,做多,113601.SH
2022-06-24,做多,110084.SH
2022-06-24,做多,128107.SZ
2022-06-24,做多,128069.SZ
2022-06-24,做多,110052.SH
2022-06-24,做多,113591.SH
2022-06-24,做多,128066.SZ
2022-06-24,做多,128132.SZ
2022-06-24,做多,123090.SZ
2022-06-24,做多,113644.SH
2022-06-24,做多,128118.SZ
2022-06-24,做多,127041.SZ
2022-06-24,做多,123128.SZ
2022-06-24,做多,128063.SZ
2022-06-24,做多,127052.SZ
2022-06-24,做多,123129.SZ
2022-06-24,做多,128072.SZ
2022-06-24,做多,113630.SH
2022-06-24,做多,128142.SZ
2022-06-24,做多,128108.SZ
2022-06-24,做多,127034.SZ
2022-06-24,做多,113632.SH
2022-06-24,做多,128074.SZ
2022-06-24,做多,123108.SZ
2022-06-24,做多,128125.SZ
2022-06-24,做多,113639.SH
2022-06-24,做多,113610.SH
2022-06-24,做多,123099.SZ
2022-06-24,做多,128131.SZ
2022-06-24,做多,123104.SZ
2022-06-24,做多,128138.SZ
2022-06-24,做多,123056.SZ
2022-06-24,做多,123119.SZ
2022-06-24,做多,128116.SZ
2022-06-24,做多,127046.SZ
2022-06-24,做多,113623.SH
2022-06-24,做多,128136.SZ
2022-06-24,做多,110063.SH
2022-06-24,做多,113578.SH
2022-06-24,做多,110076.SH
2022-06-24,做多,123101.SZ
2022-06-24,做多,123109.SZ
2022-06-24,做多,113605.SH
2022-06-24,做多,113627.SH
2022-06-24,做多,128124.SZ
2022-06-24,做多,128105.SZ
2022-06-24,做多,123117.SZ
2022-06-24,做多,123076.SZ
2022-06-24,做多,113569.SH
2022-06-24,做多,113633.SH
2022-06-24,做多,113604.SH
2022-06-24,做多,127019.SZ
2022-06-24,做多,128114.SZ
2022-06-24,做多,113584.SH
2022-06-24,做多,113589.SH
2022-06-24,做多,110072.SH
2022-06-24,做空,123136.SZ
2022-06-24,做空,113646.SH
2022-06-24,做空,123018.SZ
2022-06-24,做空,110044.SH
2022-06-24,做空,128030.SZ
2022-06-24,做空,128117.SZ
2022-06-24,做空,113575.SH
2022-06-24,做空,113526.SH
2022-06-24,做空,127062.SZ
2022-06-24,做空,113016.SH
2022-06-24,做空,128053.SZ
2022-06-24,做空,123022.SZ
2022-06-24,做空,123046.SZ
2022-06-24,做空,127038.SZ
2022-06-24,做空,128101.SZ
2022-06-24,做空,127059.SZ
2022-06-24,做空,113582.SH
2022-06-24,做空,123054.SZ
2022-06-24,做空,127030.SZ
2022-06-24,做空,123130.SZ
2022-06-24,做空,110048.SH
2022-06-24,做空,128040.SZ
2022-06-24,做空,123011.SZ
2022-06-24,做空,110055.SH
2022-06-24,做空,128076.SZ
2022-06-24,做空,128140.SZ
2022-06-24,做空,123060.SZ
2022-06-24,做空,111004.SH
2022-06-24,做空,118000.SH
2022-06-24,做空,127037.SZ
2022-06-24,做空,113042.SH
2022-06-24,做空,113504.SH
2022-06-24,做空,128090.SZ
2022-06-24,做空,123078.SZ
2022-06-24,做空,110059.SH
2022-06-24,做空,113642.SH
2022-06-24,做空,113597.SH
2022-06-24,做空,111002.SH
2022-06-24,做空,123067.SZ
2022-06-24,做空,123071.SZ
2022-06-24,做空,128023.SZ
2022-06-24,做空,113629.SH
2022-06-24,做空,128145.SZ
2022-06-24,做空,113637.SH
2022-06-24,做空,123114.SZ
2022-06-24,做空,128017.SZ
2022-06-24,做空,127014.SZ
2022-06-24,做空,113622.SH
2022-06-24,做空,127032.SZ
2022-06-24,做空,113051.SH
2022-06-24,做空,113647.SH
2022-06-24,做空,123002.SZ
2022-06-24,做空,113030.SH
2022-06-24,做空,127005.SZ
2022-06-24,做空,113021.SH
2022-06-24,做空,128095.SZ
2022-06-24,做空,113618.SH
2022-06-24,做空,127007.SZ
2022-06-24,做空,113527.SH
2022-06-24,做空,113600.SH
2022-06-24,做空,110056.SH
2022-07-29,做多,113017.SH
2022-07-29,做多,128081.SZ
2022-07-29,做多,127044.SZ
2022-07-29,做多,128119.SZ
2022-07-29,做多,128108.SZ
2022-07-29,做多,127051.SZ
2022-07-29,做多,110053.SH
2022-07-29,做多,123101.SZ
2022-07-29,做多,123129.SZ
2022-07-29,做多,128132.SZ
2022-07-29,做多,128066.SZ
2022-07-29,做多,113639.SH
2022-07-29,做多,127042.SZ
2022-07-29,做多,127049.SZ
2022-07-29,做多,110052.SH
2022-07-29,做多,123085.SZ
2022-07-29,做多,113534.SH
2022-07-29,做多,127041.SZ
2022-07-29,做多,113548.SH
2022-07-29,做多,113601.SH
2022-07-29,做多,128074.SZ
2022-07-29,做多,123108.SZ
2022-07-29,做多,113620.SH
2022-07-29,做多,128138.SZ
2022-07-29,做多,123086.SZ
2022-07-29,做多,110084.SH
2022-07-29,做多,127052.SZ
2022-07-29,做多,128125.SZ
2022-07-29,做多,127034.SZ
2022-07-29,做多,123109.SZ
2022-07-29,做多,128139.SZ
2022-07-29,做多,113610.SH
2022-07-29,做多,123128.SZ
2022-07-29,做多,128142.SZ
2022-07-29,做多,110076.SH
2022-07-29,做多,123099.SZ
2022-07-29,做多,127061.SZ
2022-07-29,做多,128136.SZ
2022-07-29,做多,110063.SH
2022-07-29,做多,123056.SZ
2022-07-29,做多,118004.SH
2022-07-29,做多,127019.SZ
2022-07-29,做多,123104.SZ
2022-07-29,做多,128105.SZ
2022-07-29,做多,127046.SZ
2022-07-29,做多,113605.SH
2022-07-29,做多,113623.SH
2022-07-29,做多,113604.SH
2022-07-29,做多,128116.SZ
2022-07-29,做多,113627.SH
2022-07-29,做多,123119.SZ
2022-07-29,做多,123076.SZ
2022-07-29,做多,123117.SZ
2022-07-29,做多,113578.SH
2022-07-29,做多,113633.SH
2022-07-29,做多,128114.SZ
2022-07-29,做多,113569.SH
2022-07-29,做多,113589.SH
2022-07-29,做多,110072.SH
2022-07-29,做多,113584.SH
2022-07-29,做空,123018.SZ
2022-07-29,做空,110044.SH
2022-07-29,做空,113646.SH
2022-07-29,做空,123136.SZ
2022-07-29,做空,113575.SH
2022-07-29,做空,128101.SZ
2022-07-29,做空,110055.SH
2022-07-29,做空,110048.SH
2022-07-29,做空,113582.SH
2022-07-29,做空,123071.SZ
2022-07-29,做空,128053.SZ
2022-07-29,做空,123022.SZ
2022-07-29,做空,113016.SH
2022-07-29,做空,123114.SZ
2022-07-29,做空,128030.SZ
2022-07-29,做空,123011.SZ
2022-07-29,做空,113526.SH
2022-07-29,做空,123060.SZ
2022-07-29,做空,128017.SZ
2022-07-29,做空,127038.SZ
2022-07-29,做空,127062.SZ
2022-07-29,做空,123112.SZ
2022-07-29,做空,127030.SZ
2022-07-29,做空,128095.SZ
2022-07-29,做空,113637.SH
2022-07-29,做空,128040.SZ
2022-07-29,做空,123078.SZ
2022-07-29,做空,111004.SH
2022-07-29,做空,128122.SZ
2022-07-29,做空,113648.SH
2022-07-29,做空,128140.SZ
2022-07-29,做空,113504.SH
2022-07-29,做空,110056.SH
2022-07-29,做空,113042.SH
2022-07-29,做空,123046.SZ
2022-07-29,做空,123054.SZ
2022-07-29,做空,127007.SZ
2022-07-29,做空,123130.SZ
2022-07-29,做空,113647.SH
2022-07-29,做空,128145.SZ
2022-07-29,做空,110059.SH
2022-07-29,做空,113629.SH
2022-07-29,做空,123075.SZ
2022-07-29,做空,127059.SZ
2022-07-29,做空,127014.SZ
2022-07-29,做空,128117.SZ
2022-07-29,做空,113051.SH
2022-07-29,做空,128023.SZ
2022-07-29,做空,113025.SH
2022-07-29,做空,123083.SZ
2022-07-29,做空,110075.SH
2022-07-29,做空,111002.SH
2022-07-29,做空,110060.SH
2022-07-29,做空,127037.SZ
2022-07-29,做空,127058.SZ
2022-07-29,做空,128021.SZ
2022-07-29,做空,123002.SZ
2022-07-29,做空,110074.SH
2022-07-29,做空,128109.SZ
2022-07-29,做空,128035.SZ
2022-08-26,做多,128133.SZ
2022-08-26,做多,128063.SZ
2022-08-26,做多,128074.SZ
2022-08-26,做多,123023.SZ
2022-08-26,做多,110062.SH
2022-08-26,做多,123137.SZ
2022-08-26,做多,128069.SZ
2022-08-26,做多,128108.SZ
2022-08-26,做多,128081.SZ
2022-08-26,做多,113639.SH
2022-08-26,做多,123044.SZ
2022-08-26,做多,128066.SZ
2022-08-26,做多,113017.SH
2022-08-26,做多,113644.SH
2022-08-26,做多,123064.SZ
2022-08-26,做多,127042.SZ
2022-08-26,做多,110061.SH
2022-08-26,做多,128138.SZ
2022-08-26,做多,128119.SZ
2022-08-26,做多,128142.SZ
2022-08-26,做多,128132.SZ
2022-08-26,做多,113610.SH
2022-08-26,做多,128131.SZ
2022-08-26,做多,128087.SZ
2022-08-26,做多,113537.SH
2022-08-26,做多,113601.SH
2022-08-26,做多,127034.SZ
2022-08-26,做多,123129.SZ
2022-08-26,做多,110084.SH
2022-08-26,做多,128136.SZ
2022-08-26,做多,123101.SZ
2022-08-26,做多,127041.SZ
2022-08-26,做多,123108.SZ
2022-08-26,做多,128125.SZ
2022-08-26,做多,123128.SZ
2022-08-26,做多,127044.SZ
2022-08-26,做多,127061.SZ
2022-08-26,做多,127019.SZ
2022-08-26,做多,123056.SZ
2022-08-26,做多,110063.SH
2022-08-26,做多,123109.SZ
2022-08-26,做多,110076.SH
2022-08-26,做多,128105.SZ
2022-08-26,做多,123099.SZ
2022-08-26,做多,123104.SZ
2022-08-26,做多,118004.SH
2022-08-26,做多,113605.SH
2022-08-26,做多,113604.SH
2022-08-26,做多,113623.SH
2022-08-26,做多,128116.SZ
2022-08-26,做多,123117.SZ
2022-08-26,做多,123076.SZ
2022-08-26,做多,113627.SH
2022-08-26,做多,127046.SZ
2022-08-26,做多,113569.SH
2022-08-26,做多,113578.SH
2022-08-26,做多,113633.SH
2022-08-26,做多,128114.SZ
2022-08-26,做多,113589.SH
2022-08-26,做多,110072.SH
2022-08-26,做多,113584.SH
2022-08-26,做空,123018.SZ
2022-08-26,做空,110044.SH
2022-08-26,做空,113646.SH
2022-08-26,做空,128030.SZ
2022-08-26,做空,127064.SZ
2022-08-26,做空,113582.SH
2022-08-26,做空,113016.SH
2022-08-26,做空,110055.SH
2022-08-26,做空,123071.SZ
2022-08-26,做空,113575.SH
2022-08-26,做空,123022.SZ
2022-08-26,做空,127037.SZ
2022-08-26,做空,110048.SH
2022-08-26,做空,123114.SZ
2022-08-26,做空,128053.SZ
2022-08-26,做空,127038.SZ
2022-08-26,做空,123136.SZ
2022-08-26,做空,113042.SH
2022-08-26,做空,113526.SH
2022-08-26,做空,113615.SH
2022-08-26,做空,128122.SZ
2022-08-26,做空,128017.SZ
2022-08-26,做空,123078.SZ
2022-08-26,做空,123011.SZ
2022-08-26,做空,127006.SZ
2022-08-26,做空,128101.SZ
2022-08-26,做空,128140.SZ
2022-08-26,做空,110059.SH
2022-08-26,做空,123083.SZ
2022-08-26,做空,123060.SZ
2022-08-26,做空,127030.SZ
2022-08-26,做空,128095.SZ
2022-08-26,做空,110056.SH
2022-08-26,做空,113051.SH
2022-08-26,做空,111004.SH
2022-08-26,做空,123046.SZ
2022-08-26,做空,111005.SH
2022-08-26,做空,113504.SH
2022-08-26,做空,110075.SH
2022-08-26,做空,113025.SH
2022-08-26,做空,110074.SH
2022-08-26,做空,127062.SZ
2022-08-26,做空,113648.SH
2022-08-26,做空,127032.SZ
2022-08-26,做空,128035.SZ
2022-08-26,做空,113621.SH
2022-08-26,做空,127025.SZ
2022-08-26,做空,127059.SZ
2022-08-26,做空,113021.SH
2022-08-26,做空,123130.SZ
2022-08-26,做空,127050.SZ
2022-08-26,做空,123054.SZ
2022-08-26,做空,113636.SH
2022-08-26,做空,127014.SZ
2022-08-26,做空,113047.SH
2022-08-26,做空,127063.SZ
2022-08-26,做空,113637.SH
2022-08-26,做空,113642.SH
2022-08-26,做空,123149.SZ
2022-08-26,做空,113629.SH
2022-08-26,做空,128040.SZ
2022-09-30,做多,128066.SZ
2022-09-30,做多,128133.SZ
2022-09-30,做多,127055.SZ
2022-09-30,做多,110082.SH
2022-09-30,做多,127034.SZ
2022-09-30,做多,128069.SZ
2022-09-30,做多,127049.SZ
2022-09-30,做多,128138.SZ
2022-09-30,做多,113601.SH
2022-09-30,做多,110081.SH
2022-09-30,做多,110084.SH
2022-09-30,做多,123056.SZ
2022-09-30,做多,128074.SZ
2022-09-30,做多,128118.SZ
2022-09-30,做多,123115.SZ
2022-09-30,做多,123128.SZ
2022-09-30,做多,123129.SZ
2022-09-30,做多,128132.SZ
2022-09-30,做多,128125.SZ
2022-09-30,做多,113639.SH
2022-09-30,做多,113610.SH
2022-09-30,做多,127066.SZ
2022-09-30,做多,127044.SZ
2022-09-30,做多,127042.SZ
2022-09-30,做多,123154.SZ
2022-09-30,做多,113650.SH
2022-09-30,做多,128142.SZ
2022-09-30,做多,123117.SZ
2022-09-30,做多,127061.SZ
2022-09-30,做多,113638.SH
2022-09-30,做多,123064.SZ
2022-09-30,做多,113616.SH
2022-09-30,做多,110063.SH
2022-09-30,做多,127041.SZ
2022-09-30,做多,123101.SZ
2022-09-30,做多,113644.SH
2022-09-30,做多,127067.SZ
2022-09-30,做多,127051.SZ
2022-09-30,做多,110076.SH
2022-09-30,做多,128105.SZ
2022-09-30,做多,128136.SZ
2022-09-30,做多,128131.SZ
2022-09-30,做多,113605.SH
2022-09-30,做多,127046.SZ
2022-09-30,做多,123099.SZ
2022-09-30,做多,123104.SZ
2022-09-30,做多,113623.SH
2022-09-30,做多,123109.SZ
2022-09-30,做多,128073.SZ
2022-09-30,做多,127019.SZ
2022-09-30,做多,128116.SZ
2022-09-30,做多,118004.SH
2022-09-30,做多,113604.SH
2022-09-30,做多,113627.SH
2022-09-30,做多,123076.SZ
2022-09-30,做多,113569.SH
2022-09-30,做多,113578.SH
2022-09-30,做多,113589.SH
2022-09-30,做多,113584.SH
2022-09-30,做多,128114.SZ
2022-09-30,做多,113633.SH
2022-09-30,做多,110072.SH
2022-09-30,做空,123018.SZ
2022-09-30,做空,110044.SH
2022-09-30,做空,128030.SZ
2022-09-30,做空,113646.SH
2022-09-30,做空,110055.SH
2022-09-30,做空,113582.SH
2022-09-30,做空,123046.SZ
