ts_code,bond_short_name,publish_date,end_date,issue_size,convert_price_initial,convert_price,convert_val,convert_vol,convert_ratio,acc_convert_val,acc_convert_vol,acc_convert_ratio,remain_size,total_shares
110082.SH,宏发转债,20251203,20251203,2000000000.0,72.28,22.72,136275377.92,5998036.0,6.813769,1567819806.08,68991567.0,78.391,432180193.92,1528730162.0
110063.SH,鹰19转债,20251203,20251203,1860000000.0,3.3,1.76,39990998.08,22722158.0,2.150054,1655228916.8,936281852.0,88.9908,204770083.2,6256936867.0
110064.SH,建工转债,20251203,20251203,1660000000.0,4.65,4.07,99991.76,24568.0,0.006024,396105805.67,87453725.0,23.8618,1263891194.33,1901953725.0
110064.SH,建工转债,20251202,20251202,1660000000.0,4.65,4.07,50976.75,12525.0,0.003071,396005813.91,87429157.0,23.8558,1263991186.09,1901929157.0
110073.SH,国投转债,20251202,20251202,8000000000.0,15.25,9.42,998.52,106.0,1.2e-05,847994.08,72062.0,0.0106,7999152005.92,6393983631.0
110075.SH,南航转债,20260106,20251202,16000000000.0,6.24,6.17,2009.66,324.0,1.3e-05,10103780000.0,1619195753.0,63.1486,5896220000.0,18120922035.0
110081.SH,闻泰转债,20251202,20251202,8600000000.0,96.69,43.6,959.2,22.0,1.1e-05,2971985.2,37712.0,0.0346,8596992014.8,1244628390.0
110082.SH,宏发转债,20251202,20251202,2000000000.0,72.28,22.72,221879680.32,9765831.0,11.093984,1431544428.16,62993531.0,71.5772,568455571.84,1522732126.0
111015.SH,东亚转债,20260106,20251202,690000000.0,24.95,20.28,1000.0,49.0,0.000145,23780000.0,1154070.0,3.4464,666220000.0,114726070.0
110096.SH,豫光转债,20251202,20251202,710000000.0,6.17,5.95,3986958.15,670077.0,0.561543,240184856.1,40366611.0,33.8289,469815143.9,1130609245.0
110094.SH,众和转债,20260105,20251202,1375000000.0,8.2,6.65,2015.0,300.0,0.000147,380619000.0,54534356.0,27.6814,994332000.0,1403713211.0
110063.SH,鹰19转债,20251202,20251202,1860000000.0,3.3,1.76,26830995.84,15244884.0,1.442527,1615237918.72,913559694.0,86.8407,244761081.28,6234214709.0
110082.SH,宏发转债,20251201,20251201,2000000000.0,72.28,22.72,139716094.72,6149476.0,6.985805,1209664747.84,53227700.0,60.4832,790335252.16,1512966295.0
110070.SH,凌钢转债,20260106,20251201,440000000.0,2.75,1.97,4017.18,2030.0,0.000913,223109000.0,81151415.0,50.7066,216890000.0,2849624158.0
110096.SH,豫光转债,20251201,20251201,710000000.0,6.17,5.95,20056652.7,3370866.0,2.824881,236197897.95,39696534.0,33.2673,473802102.05,1129939168.0
110063.SH,鹰19转债,20251201,20251201,1860000000.0,3.3,1.76,29635997.6,16838635.0,1.593333,1588406922.88,898314810.0,85.3982,271592077.12,6218969825.0
110077.SH,洪城转债,20260106,20251201,1800000000.0,7.13,4.88,1000.0,204.0,5.6e-05,1131530000.0,198929295.0,62.8628,668470000.0,1284155382.0
110073.SH,国投转债,20251201,20251201,8000000000.0,15.25,9.42,998.52,106.0,1.2e-05,846995.56,71956.0,0.0106,7999153004.44,6393983525.0
110062.SH,烽火转债,20251203,20251201,3088350000.0,25.99,21.71,766160875.64,35288910.0,24.808097,1974037000.0,90919246.0,63.9188,1114311000.0,1361267156.0
110064.SH,建工转债,20251201,20251201,1660000000.0,4.65,4.07,11990.22,2946.0,0.000722,395954837.16,87416632.0,23.8527,1264042162.84,1901916632.0
110064.SH,建工转债,20251128,20251128,1660000000.0,4.65,4.07,118986.45,29235.0,0.007168,395942846.94,87413686.0,23.852,1264054153.06,1901913686.0
110063.SH,鹰19转债,20251128,20251128,1860000000.0,3.3,1.76,30489997.12,17323862.0,1.639247,1558770925.28,881476175.0,83.8049,301228074.72,6202131190.0
110062.SH,烽火转债,20251128,20251128,3088350000.0,25.99,21.71,22136818.6,1019660.0,0.716785,1207876124.36,55630336.0,39.1107,1880471875.64,1326611360.0
110082.SH,宏发转债,20251128,20251128,2000000000.0,72.28,22.72,22469512.0,988975.0,1.123476,1069948653.12,47078224.0,53.4974,930051346.88,1506816819.0
110096.SH,豫光转债,20251128,20251128,710000000.0,6.17,5.95,73988.25,12435.0,0.010421,216141245.25,36325668.0,30.4424,493858754.75,1126568302.0
111019.SH,宏柏转债,20251127,20251127,960000000.0,5.45,5.46,77996.1,14285.0,0.008125,239694996.1,43946356.0,24.9682,720305003.9,650158180.0
110082.SH,宏发转债,20251127,20251127,2000000000.0,72.28,22.72,47746966.08,2101539.0,2.387348,1047479141.12,46089249.0,52.374,952520858.88,1505827844.0
110063.SH,鹰19转债,20251127,20251127,1860000000.0,3.3,1.76,26299998.56,14943181.0,1.413978,1528280928.16,864152313.0,82.1656,331718071.84,6184807328.0
110064.SH,建工转债,20251127,20251127,1660000000.0,4.65,4.07,3992.67,981.0,0.000241,395823860.49,87384451.0,23.8448,1264173139.51,1901884451.0
110096.SH,豫光转债,20251127,20251127,710000000.0,6.17,5.95,14483841.05,2434259.0,2.039978,216067257.0,36313233.0,30.432,493932743.0,1126555867.0
110062.SH,烽火转债,20251127,20251127,3088350000.0,25.99,21.71,29960364.46,1380026.0,0.970109,1185739305.76,54610676.0,38.3939,1902608694.24,1325591700.0
110095.SH,双良转债,20260106,20251127,2600000000.0,11.93,6.18,8035.52,1294.0,0.000309,22516000.0,3113357.0,0.866,2577484000.0,1873774608.0
111012.SH,福新转债,20251127,20251127,429018000.0,13.85,9.56,2992.28,313.0,0.000697,327134929.32,24232602.0,76.252,101883070.68,280219180.0
110092.SH,三房转债,20251127,20251127,2500000000.0,3.02,3.02,999.62,331.0,4e-05,1015997.32,336407.0,0.0406,2498984002.68,3896676083.0
110062.SH,烽火转债,20251126,20251126,3088350000.0,25.99,21.71,338447241.73,15589463.0,10.958837,1155778941.3,53230650.0,37.4238,1932569058.7,1324211674.0
110063.SH,鹰19转债,20251126,20251126,1860000000.0,3.3,1.76,31101998.4,17671590.0,1.67215,1501980929.6,849209132.0,80.7517,358018070.4,6169864147.0
111005.SH,富春转债,20260106,20251126,570000000.0,19.29,11.98,2010.0,166.0,0.000353,119000.0,7436.0,0.0209,529793000.0,194077603.0
110094.SH,众和转债,20251126,20251126,1375000000.0,8.2,6.65,997.5,150.0,7.3e-05,380616985.0,54534056.0,27.6812,994334015.0,1403712911.0
110082.SH,宏发转债,20251126,20251126,2000000000.0,72.28,22.72,65341856.64,2875962.0,3.267093,999732175.04,43987710.0,49.9866,1000267824.96,1503726305.0
110081.SH,闻泰转债,20251126,20251126,8600000000.0,96.69,43.6,959.2,22.0,1.1e-05,2971026.0,37690.0,0.0345,8596992974.0,1244628368.0
110064.SH,建工转债,20251126,20251126,1660000000.0,4.65,4.07,14993.88,3684.0,0.000903,395819867.82,87383470.0,23.8446,1264177132.18,1901883470.0
110096.SH,豫光转债,20251126,20251126,710000000.0,6.17,5.95,22949798.55,3857109.0,3.232366,201583415.95,33878974.0,28.392,508416584.05,1124121608.0
111012.SH,福新转债,20251126,20251126,429018000.0,13.85,9.56,994.24,104.0,0.000232,327131937.04,24232289.0,76.2513,101886062.96,280218867.0
110070.SH,凌钢转债,20251126,20251126,440000000.0,2.75,1.97,998.79,507.0,0.000227,223104982.82,81149385.0,50.7057,216894017.18,2852232128.0
110082.SH,宏发转债,20251125,20251125,2000000000.0,72.28,22.72,67331696.96,2963543.0,3.366585,934390318.4,41111748.0,46.7195,1065609681.6,1500850343.0
110093.SH,神马转债,20251125,20251125,3000000000.0,8.25,8.11,16998.56,2096.0,0.000567,780032426.98,96180845.0,26.0011,2219961573.02,1111263099.0
110096.SH,豫光转债,20251125,20251125,710000000.0,6.17,5.95,3167964.45,532431.0,0.446192,178633617.4,30021865.0,25.1597,531366382.6,1120264499.0
110086.SH,精工转债,20251125,20251125,2000000000.0,4.96,4.79,996.32,208.0,5e-05,80996.32,16443.0,0.004,1999919003.68,1990124757.0
110067.SH,华安转债,20251125,20251125,2800000000.0,8.67,5.78,66995.98,11591.0,0.002393,903990.54,129777.0,0.0323,2799096009.46,4678413911.0
110098.SH,南药转债,20251125,20251125,1081491000.0,5.12,5.12,998.4,195.0,9.2e-05,74990.72,14631.0,0.0069,1081416009.28,1308931045.0
110073.SH,国投转债,20251125,20251125,8000000000.0,15.25,9.42,998.52,106.0,1.2e-05,845997.04,71850.0,0.0106,7999154002.96,6393983419.0
110062.SH,烽火转债,20251125,20251125,3088350000.0,25.99,21.71,27731507.31,1277361.0,0.897939,817331699.57,37641187.0,26.465,2271016300.43,1308622211.0
110063.SH,鹰19转债,20251125,20251125,1860000000.0,3.3,1.76,28149997.92,15994317.0,1.513441,1470878931.2,831537542.0,79.0795,389120068.8,6152192557.0
110064.SH,建工转债,20251125,20251125,1660000000.0,4.65,4.07,14993.88,3684.0,0.000903,395804873.94,87379786.0,23.8437,1264192126.06,1901879786.0
110064.SH,建工转债,20251124,20251124,1660000000.0,4.65,4.07,10984.93,2699.0,0.000662,395789880.06,87376102.0,23.8428,1264207119.94,1901876102.0
110096.SH,豫光转债,20251124,20251124,710000000.0,6.17,5.95,1616977.95,271761.0,0.227743,175465652.95,29489434.0,24.7135,534534347.05,1119732068.0
110063.SH,鹰19转债,20251124,20251124,1860000000.0,3.3,1.76,25682997.12,14592612.0,1.380806,1442728933.28,815543225.0,77.5661,417270066.72,6136198240.0
110082.SH,宏发转债,20251124,20251124,2000000000.0,72.28,22.72,109710904.0,4828825.0,5.485545,867058621.44,38148205.0,43.3529,1132941378.56,1497886800.0
110062.SH,烽火转债,20251124,20251124,3088350000.0,25.99,21.71,1633156.46,75226.0,0.052881,789600192.26,36363826.0,25.5671,2298747807.74,1307344850.0
110082.SH,宏发转债,20251121,20251121,2000000000.0,72.28,22.72,157271020.8,6922140.0,7.863551,757347717.44,33319380.0,37.8674,1242652282.56,1493057975.0
110063.SH,鹰19转债,20251121,20251121,1860000000.0,3.3,1.76,16556999.36,9407386.0,0.890161,1417045936.16,800950613.0,76.1853,442953063.84,6121605628.0
110062.SH,烽火转债,20251121,20251121,3088350000.0,25.99,21.71,321915.88,14828.0,0.010424,787967035.8,36288600.0,25.5142,2300380964.2,1307269624.0
110096.SH,豫光转债,20251121,20251121,710000000.0,6.17,5.95,539986.3,90754.0,0.076054,173848675.0,29217673.0,24.4857,536151325.0,1119460307.0
110093.SH,神马转债,20251121,20251121,3000000000.0,8.25,8.11,22991.85,2835.0,0.000766,780015428.42,96178749.0,26.0005,2219978571.58,1111261003.0
110064.SH,建工转债,20251121,20251121,1660000000.0,4.65,4.07,3996.74,982.0,0.000241,395778895.13,87373403.0,23.8421,1264218104.87,1901873403.0
110063.SH,鹰19转债,20251120,20251120,1860000000.0,3.3,1.76,21799997.12,12386362.0,1.172043,1400488936.8,791543227.0,75.2951,459510063.2,6112198242.0
110082.SH,宏发转债,20251120,20251120,2000000000.0,72.28,22.72,103060123.84,4536097.0,5.153006,600076696.64,26397240.0,30.0038,1399923303.36,1486135835.0
110092.SH,三房转债,20251120,20251120,2500000000.0,3.02,3.02,999.62,331.0,4e-05,1014997.7,336076.0,0.0406,2498985002.3,3896675752.0
110096.SH,豫光转债,20251120,20251120,710000000.0,6.17,5.95,26046725.95,4377601.0,3.668553,173308688.7,29126919.0,24.4097,536691311.3,1119369553.0
110062.SH,烽火转债,20251120,20251120,3088350000.0,25.99,21.71,140876.19,6489.0,0.004562,787645119.92,36273772.0,25.5038,2300702880.08,1307254796.0
111012.SH,福新转债,20251120,20251120,429018000.0,13.85,9.56,994.24,104.0,0.000232,327130942.8,24232185.0,76.2511,101887057.2,280218763.0
110064.SH,建工转债,20251120,20251120,1660000000.0,4.65,4.07,95966.53,23579.0,0.005781,395774898.39,87372421.0,23.8419,1264222101.61,1901872421.0
110082.SH,宏发转债,20251119,20251119,2000000000.0,72.28,22.72,42771081.6,1882530.0,2.138554,497016572.8,21861143.0,24.8508,1502983427.2,1481599738.0
110062.SH,烽火转债,20251119,20251119,3088350000.0,25.99,21.71,238918.55,11005.0,0.007736,787504243.73,36267283.0,25.4992,2300843756.27,1307248307.0
110064.SH,建工转债,20251119,20251119,1660000000.0,4.65,4.07,10976.79,2697.0,0.000661,395678931.86,87348842.0,23.8361,1264318068.14,1901848842.0
110063.SH,鹰19转债,20251119,20251119,1860000000.0,3.3,1.76,21339996.48,12124998.0,1.147312,1378688939.68,779156865.0,74.1231,481310060.32,6099811880.0
110097.SH,天润转债,20251119,20251119,990000000.0,8.3,8.21,993.41,121.0,0.0001,1005988.33,121469.0,0.1016,988994011.67,315511760.0
110096.SH,豫光转债,20251119,20251119,710000000.0,6.17,5.95,18062748.2,3035756.0,2.544049,147261962.75,24749318.0,20.7411,562738037.25,1114991952.0
110098.SH,南药转债,20251118,20251118,1081491000.0,5.12,5.12,998.4,195.0,9.2e-05,73992.32,14436.0,0.0068,1081417007.68,1308930850.0
110082.SH,宏发转债,20251118,20251118,2000000000.0,72.28,22.72,70447267.84,3100672.0,3.522363,454245491.2,19978613.0,22.7123,1545754508.8,1479717208.0
110093.SH,神马转债,20251118,20251118,3000000000.0,8.25,8.11,20988.68,2588.0,0.0007,779992436.57,96175914.0,25.9997,2220001563.43,1111258168.0
110062.SH,烽火转债,20251118,20251118,3088350000.0,25.99,21.71,216861.19,9989.0,0.007022,787265325.18,36256278.0,25.4915,2301082674.82,1307237302.0
110063.SH,鹰19转债,20251118,20251118,1860000000.0,3.3,1.76,14971997.92,8506817.0,0.804946,1357348943.2,767031867.0,72.9757,502650056.8,6087686882.0
110096.SH,豫光转债,20251118,20251118,710000000.0,6.17,5.95,37273614.35,6264473.0,5.249805,129199214.55,21713562.0,18.1971,580800785.45,1111956196.0
110074.SH,精达转债,20251118,20251118,787000000.0,3.75,3.32,9999.84,3012.0,0.001271,516937993.64,144451337.0,65.6846,270062006.36,2149189861.0
110064.SH,建工转债,20251118,20251118,1660000000.0,4.65,4.07,997.15,245.0,6e-05,395667955.07,87346145.0,23.8354,1264329044.93,1901846145.0
110081.SH,闻泰转债,20251117,20251117,8600000000.0,96.69,43.6,959.2,22.0,1.1e-05,2970066.8,37668.0,0.0345,8596993933.2,1244628346.0
110082.SH,宏发转债,20251117,20251117,2000000000.0,72.28,22.72,35828394.88,1576954.0,1.79142,383798223.36,16877941.0,19.1899,1616201776.64,1476616536.0
110097.SH,天润转债,20251117,20251117,990000000.0,8.3,8.21,4999.89,609.0,0.000505,1004994.92,121348.0,0.1015,988995005.08,315511639.0
110096.SH,豫光转债,20251117,20251117,710000000.0,6.17,5.95,64531034.4,10845552.0,9.088878,91925600.2,15449089.0,12.9473,618074399.8,1105691723.0
110074.SH,精达转债,20251117,20251117,787000000.0,3.75,3.32,8997.2,2710.0,0.001143,516927993.8,144448325.0,65.6834,270072006.2,2149186849.0
110062.SH,烽火转债,20251117,20251117,3088350000.0,25.99,21.71,2128882.6,98060.0,0.068933,787048463.99,36246289.0,25.4844,2301299536.01,1307227313.0
110063.SH,鹰19转债,20251117,20251117,1860000000.0,3.3,1.76,16404996.96,9321021.0,0.881989,1342376945.28,758525050.0,72.1708,517622054.72,6079180065.0
110096.SH,豫光转债,20251114,20251114,710000000.0,6.17,5.95,716986.9,120502.0,0.100984,27394565.8,4603537.0,3.8584,682605434.2,1094846171.0
110082.SH,宏发转债,20251114,20251114,2000000000.0,72.28,22.72,52557403.52,2313266.0,2.62787,347969828.48,15300987.0,17.3985,1652030171.52,1475039582.0
111021.SH,奥锐转债,20260106,20251114,812120000.0,25.23,24.94,1000.0,40.0,0.000123,9000.0,353.0,0.0011,812111000.0,406195234.0
110062.SH,烽火转债,20251114,20251114,3088350000.0,25.99,21.71,36960862.51,1702481.0,1.196783,784919581.39,36148229.0,25.4155,2303428418.61,1307129253.0
110063.SH,鹰19转债,20251114,20251114,1860000000.0,3.3,1.76,17864996.16,10150566.0,0.960484,1325971948.32,749204029.0,71.2888,534027051.68,6069859044.0
110081.SH,闻泰转债,20251114,20251114,8600000000.0,96.69,43.6,3836.8,88.0,4.5e-05,2969107.6,37646.0,0.0345,8596994892.4,1244628324.0
110067.SH,华安转债,20251114,20251114,2800000000.0,8.67,5.78,1999.88,346.0,7.1e-05,836994.56,118186.0,0.0299,2799163005.44,4678402320.0
110087.SH,天业转债,20260106,20251114,3000000000.0,6.9,5.6,1000.0,178.0,3.3e-05,65000.0,9525.0,0.0022,2999935000.0,1707363785.0
110093.SH,神马转债,20251114,20251114,3000000000.0,8.25,8.11,17203548.36,2121276.0,0.573452,779971447.89,96173326.0,25.999,2220022552.11,1111255580.0
110081.SH,闻泰转债,20251113,20251113,8600000000.0,96.69,43.6,959.2,22.0,1.1e-05,2965270.8,37558.0,0.0345,8596998729.2,1244628236.0
110082.SH,宏发转债,20251113,20251113,2000000000.0,72.28,22.72,18274491.2,804335.0,0.913725,295412424.96,12987721.0,14.7706,1704587575.04,1472726316.0
110096.SH,豫光转债,20251113,20251113,710000000.0,6.17,5.95,12334855.75,2073085.0,1.737304,26677578.9,4483035.0,3.7574,683322421.1,1094725669.0
110063.SH,鹰19转债,20251113,20251113,1860000000.0,3.3,1.76,18014993.92,10235792.0,0.968548,1308106952.16,739053463.0,70.3283,551892047.84,6059708478.0
110093.SH,神马转债,20251113,20251113,3000000000.0,8.25,8.11,212984.82,26262.0,0.007099,762767899.53,94052050.0,25.4256,2237226100.47,1109134304.0
110092.SH,三房转债,20251113,20251113,2500000000.0,3.02,3.02,999.62,331.0,4e-05,1013998.08,335745.0,0.0406,2498986001.92,3896675421.0
110089.SH,兴发转债,20251113,20251113,2800000000.0,39.54,28.4,14995.2,528.0,0.000536,262971.2,7478.0,0.0094,2799737028.8,1103256741.0
110062.SH,烽火转债,20251113,20251113,3088350000.0,25.99,21.71,307826.09,14179.0,0.009967,747958718.88,34445748.0,24.2187,2340389281.12,1305426772.0
111013.SH,新港转债,20251113,20251113,369135000.0,9.03,8.67,997.05,115.0,0.00027,1165985.68,131887.0,0.3159,367969014.32,400582887.0
110062.SH,烽火转债,20251112,20251112,3088350000.0,25.99,21.71,554864.18,25558.0,0.017966,747650892.79,34431569.0,24.2087,2340697107.21,1305412593.0
110093.SH,神马转债,20251112,20251112,3000000000.0,8.25,8.11,439951.28,54248.0,0.014665,762554914.71,94025788.0,25.4185,2237439085.29,1109108042.0
110096.SH,豫光转债,20251112,20251112,710000000.0,6.17,5.95,1316973.0,221340.0,0.185489,14342723.15,2409950.0,2.0201,695657276.85,1092652584.0
110082.SH,宏发转债,20251112,20251112,2000000000.0,72.28,22.72,66492102.08,2926589.0,3.324605,277137933.76,12183386.0,13.8569,1722862066.24,1471921981.0
110063.SH,鹰19转债,20251112,20251112,1860000000.0,3.3,1.76,17316993.76,9839201.0,0.931021,1290091958.24,728817671.0,69.3598,569907041.76,6049472686.0
110092.SH,三房转债,20251112,20251112,2500000000.0,3.02,3.02,999.62,331.0,4e-05,1012998.46,335414.0,0.0405,2498987001.54,3896675090.0
110081.SH,闻泰转债,20251111,20251111,8600000000.0,96.69,43.6,959.2,22.0,1.1e-05,2964311.6,37536.0,0.0345,8596999688.4,1244628214.0
110093.SH,神马转债,20251111,20251111,3000000000.0,8.25,8.11,9677752.21,1193311.0,0.322592,762114963.43,93971540.0,25.4038,2237879036.57,1109053794.0
110062.SH,烽火转债,20251111,20251111,3088350000.0,25.99,21.71,10830597.96,498876.0,0.350692,747096028.61,34406011.0,24.1908,2341251971.39,1305387035.0
110064.SH,建工转债,20251111,20251111,1660000000.0,4.65,4.07,16996.32,4176.0,0.001024,395666957.92,87345900.0,23.8354,1264330042.08,1901845900.0
110090.SH,爱迪转债,20260106,20251111,1570000000.0,18.93,17.55,1000.0,56.0,6.4e-05,369000.0,20142.0,0.0235,1569631000.0,1030132570.0
110096.SH,豫光转债,20251111,20251111,710000000.0,6.17,5.95,7681896.25,1291075.0,1.081957,13025750.15,2188610.0,1.8346,696974249.85,1092431244.0
110063.SH,鹰19转债,20251111,20251111,1860000000.0,3.3,1.76,20221993.44,11489769.0,1.087204,1272774964.48,718978470.0,68.4288,587224035.52,6039633485.0
111002.SH,特纸转债,20251111,20251111,670000000.0,18.5,13.65,996.45,73.0,0.000149,8084996.45,549674.0,1.2067,661915003.55,476901487.0
110082.SH,宏发转债,20251111,20251111,2000000000.0,72.28,22.72,20194490.24,888842.0,1.009725,210645831.68,9256797.0,10.5323,1789354168.32,1468995392.0
110062.SH,烽火转债,20251110,20251110,3088350000.0,25.99,21.71,90632150.83,4174673.0,2.934646,736265430.65,33907135.0,23.8401,2352082569.35,1304888159.0
110063.SH,鹰19转债,20251110,20251110,1860000000.0,3.3,1.76,22424997.76,12741476.0,1.205645,1252552971.04,707488701.0,67.3416,607446028.96,6028143716.0
110085.SH,通22转债,20251110,20251110,12000000000.0,38.36,34.6,968.8,28.0,8e-06,16873875.2,441765.0,0.1406,11983126124.8,4501989949.0
111010.SH,立昂转债,20251110,20251110,3390000000.0,45.38,33.59,1948.22,58.0,5.7e-05,716852.58,18995.0,0.0211,3389283147.42,671376418.0
110082.SH,宏发转债,20251110,20251110,2000000000.0,72.28,22.72,70559277.44,3105602.0,3.527964,190451341.44,8367955.0,9.5226,1809548658.56,1468106550.0
110096.SH,豫光转债,20251110,20251110,710000000.0,6.17,5.95,23996.35,4033.0,0.00338,5343853.9,897535.0,0.7527,704656146.1,1091140169.0
110089.SH,兴发转债,20251110,20251110,2800000000.0,39.54,28.4,994.0,35.0,3.6e-05,247976.0,6950.0,0.0089,2799752024.0,1103256213.0
110064.SH,建工转债,20251110,20251110,1660000000.0,4.65,4.07,47977.16,11788.0,0.00289,395649961.6,87341724.0,23.8343,1264347038.4,1901841724.0
110096.SH,豫光转债,20251107,20251107,710000000.0,6.17,5.95,1701967.75,286045.0,0.239714,5319857.55,893502.0,0.7493,704680142.45,1091136136.0
110062.SH,烽火转债,20251107,20251107,3088350000.0,25.99,21.71,47411969.67,2183877.0,1.535188,645633279.82,29732462.0,20.9054,2442714720.18,1300713486.0
110081.SH,闻泰转债,20251107,20251107,8600000000.0,96.69,43.6,3924.0,90.0,4.6e-05,2963352.4,37514.0,0.0345,8597000647.6,1244628192.0
110063.SH,鹰19转债,20251107,20251107,1860000000.0,3.3,1.76,25556996.96,14521021.0,1.374032,1230127973.28,694747225.0,66.1359,629871026.72,6015402240.0
110075.SH,南航转债,20251107,20251107,16000000000.0,6.24,6.17,5997.24,972.0,3.7e-05,10103777990.34,1619195429.0,63.1486,5896222009.66,18120921711.0
110067.SH,华安转债,20251107,20251107,2800000000.0,8.67,5.78,999.94,173.0,3.6e-05,834994.68,117840.0,0.0298,2799165005.32,4678401974.0
110064.SH,建工转债,20251107,20251107,1660000000.0,4.65,4.07,92987.29,22847.0,0.005602,395601984.44,87329936.0,23.8314,1264395015.56,1901829936.0
110082.SH,宏发转债,20251107,20251107,2000000000.0,72.28,22.72,41505441.28,1826824.0,2.075272,119892064.0,5262353.0,5.9946,1880107936.0,1465000948.0
110089.SH,兴发转债,20251106,20251106,2800000000.0,39.54,28.4,994.0,35.0,3.6e-05,246982.0,6915.0,0.0088,2799753018.0,1103256178.0
110085.SH,通22转债,20251106,20251106,12000000000.0,38.36,34.6,968.8,28.0,8e-06,16872906.4,441737.0,0.1406,11983127093.6,4501989921.0
110082.SH,宏发转债,20251106,20251106,2000000000.0,72.28,22.72,54406720.64,2394662.0,2.720336,78386622.72,3435529.0,3.9193,1921613377.28,1463174124.0
111018.SH,华康转债,20251106,20251106,1303023000.0,16.89,16.26,991.86,61.0,7.6e-05,804991.86,47692.0,0.0618,1302218008.14,303049872.0
110062.SH,烽火转债,20251106,20251106,3088350000.0,25.99,21.71,54166493.42,2495002.0,1.753897,598221310.15,27548585.0,19.3703,2490126689.85,1298529609.0
110063.SH,鹰19转债,20251106,20251106,1860000000.0,3.3,1.76,24948000.0,14175000.0,1.34129,1204570976.32,680226204.0,64.7619,655428023.68,6000881219.0
110067.SH,华安转债,20251106,20251106,2800000000.0,8.67,5.78,7999.52,1384.0,0.000286,833994.74,117667.0,0.0298,2799166005.26,4678401801.0
110082.SH,宏发转债,20251105,20251105,2000000000.0,72.28,22.72,23447903.36,1032038.0,1.172395,23979902.08,1040867.0,1.199,1976020097.92,1460779462.0
110062.SH,烽火转债,20251105,20251105,3088350000.0,25.99,21.71,255787.22,11782.0,0.008282,544054816.73,25053583.0,17.6164,2544293183.27,1296034607.0
110095.SH,双良转债,20251105,20251105,2600000000.0,11.93,6.18,994.98,161.0,3.8e-05,22507964.48,3112063.0,0.8657,2577492035.52,1873773314.0
110096.SH,豫光转债,20251105,20251105,710000000.0,6.17,5.95,10995.6,1848.0,0.001549,3617889.8,607457.0,0.5096,706382110.2,1090850091.0
110063.SH,鹰19转债,20251105,20251105,1860000000.0,3.3,1.76,20512998.88,11655113.0,1.102849,1179622976.32,666051204.0,63.4206,680376023.68,5986706219.0
110074.SH,精达转债,20251104,20251104,787000000.0,3.75,3.32,3997.28,1204.0,0.000508,516918996.6,144445615.0,65.6822,270081003.4,2149184139.0
110063.SH,鹰19转债,20251104,20251104,1860000000.0,3.3,1.76,20759997.28,11795453.0,1.116129,1159109977.44,654396091.0,62.3177,700889022.56,5975051106.0
110062.SH,烽火转债,20251104,20251104,3088350000.0,25.99,21.71,6485536.85,298735.0,0.21,543799029.51,25041801.0,17.6081,2544548970.49,1296022825.0
111005.SH,富春转债,20251103,20251103,570000000.0,19.29,11.98,4995.66,417.0,0.000876,116990.0,7270.0,0.0205,529795010.0,194077437.0
110075.SH,南航转债,20251103,20251103,16000000000.0,6.24,6.17,999.54,162.0,6e-06,10103771993.1,1619194457.0,63.1486,5896228006.9,18120920739.0
110074.SH,精达转债,20251103,20251103,787000000.0,3.75,3.32,999.32,301.0,0.000127,516914999.32,144444411.0,65.6817,270085000.68,2149182935.0
110063.SH,鹰19转债,20251103,20251103,1860000000.0,3.3,1.76,24877997.76,14135226.0,1.337527,1138349980.16,642600638.0,61.2016,721649019.84,5963255653.0
110095.SH,双良转债,20251103,20251103,2600000000.0,11.93,6.18,2997.3,485.0,0.000115,22506969.5,3111902.0,0.8657,2577493030.5,1873773153.0
110062.SH,烽火转债,20251103,20251103,3088350000.0,25.99,21.71,121901.65,5615.0,0.003947,537313492.66,24743066.0,17.3981,2551034507.34,1295724090.0
110081.SH,闻泰转债,20251031,20251031,8600000000.0,96.69,43.6,959.2,22.0,1.1e-05,2959428.4,37424.0,0.0344,8597004571.6,1244628102.0
110062.SH,烽火转债,20251031,20251031,3088350000.0,25.99,21.71,18331424.67,844377.0,0.593567,537191591.01,24737451.0,17.3941,2551156408.99,1295718475.0
111003.SH,聚合转债,20251030,20251030,204000000.0,14.42,11.37,1989.75,175.0,0.000975,466975.24,34876.0,0.2289,203533024.76,314732559.0
110062.SH,烽火转债,20251030,20251030,3088350000.0,25.99,21.71,55913692.51,2575481.0,1.810471,518860166.34,23893074.0,16.8006,2569487833.66,1294874098.0
110098.SH,南药转债,20251030,20251030,1081491000.0,5.12,5.12,998.4,195.0,9.2e-05,72993.92,14241.0,0.0067,1081418006.08,1308930655.0
110070.SH,凌钢转债,20251030,20251030,440000000.0,2.75,1.97,998.79,507.0,0.000227,223103984.03,81148878.0,50.7055,216895015.97,2852231621.0
110096.SH,豫光转债,20251030,20251030,710000000.0,6.17,5.95,999.6,168.0,0.000141,3606894.2,605609.0,0.508,706393105.8,1090848243.0
111010.SH,立昂转债,20251029,20251029,3390000000.0,45.38,33.59,974.11,29.0,2.9e-05,714904.36,18937.0,0.0211,3389285095.64,671376360.0
110095.SH,双良转债,20251029,20251029,2600000000.0,11.93,6.18,1989.96,322.0,7.7e-05,22503972.2,3111417.0,0.8655,2577496027.8,1873772668.0
