ts_code,bond_short_name,publish_date,change_date,convert_price_initial,convertprice_bef,convertprice_aft
113618.SH,美诺转债,20250618,20250625,37.47,25.73,25.68
113618.SH,美诺转债,20260203,20260204,37.47,25.68,21.28
113619.SH,世运转债,20210118,20210120,26.5,,
113619.SH,世运转债,20210611,20210617,26.5,26.5,19.92
113619.SH,世运转债,20220615,20220621,26.5,19.92,19.32
113619.SH,世运转债,20230526,20230602,26.5,19.32,18.72
113619.SH,世运转债,20240416,20240417,26.5,18.72,18.09
113619.SH,世运转债,20240613,20240619,26.5,18.09,17.59
113620.SH,傲农转债,20210308,20210310,14.8,,
113620.SH,傲农转债,20210526,20210526,14.8,14.8,14.66
113620.SH,傲农转债,20210602,20210608,14.8,14.66,14.51
113620.SH,傲农转债,20220118,20220119,14.8,14.51,14.52
113620.SH,傲农转债,20220510,20220511,14.8,14.52,13.97
113620.SH,傲农转债,20220524,20220525,14.8,13.97,14.11
113621.SH,彤程转债,20210122,20210126,32.96,,
113621.SH,彤程转债,20210603,20210608,32.96,32.96,32.62
113621.SH,彤程转债,20220628,20220704,32.96,32.62,32.53
113621.SH,彤程转债,20230530,20230605,32.96,32.53,32.45
113621.SH,彤程转债,20240530,20240605,32.96,32.45,31.86
113621.SH,彤程转债,20241010,20241016,32.96,31.86,31.61
113621.SH,彤程转债,20250527,20250603,32.96,31.61,31.11
113622.SH,杭叉转债,20210323,20210325,23.48,,
113622.SH,杭叉转债,20210513,20210520,23.48,23.48,23.08
113622.SH,杭叉转债,20220520,20220527,23.48,23.08,22.68
113622.SH,杭叉转债,20220702,20220705,23.48,22.68,15.45
113623.SH,凤21转债,20210406,20210408,16.6,,
113623.SH,凤21转债,20210610,20210617,16.6,16.6,16.47
113623.SH,凤21转债,20220527,20220602,16.6,16.47,16.25
113623.SH,凤21转债,20240524,20240530,16.6,16.25,16.0
113623.SH,凤21转债,20250705,20250711,16.6,16.0,15.78
113624.SH,正川转债,20210426,20210428,46.69,,
113624.SH,正川转债,20220616,20220624,46.69,46.69,46.38
113624.SH,正川转债,20230615,20230621,46.69,46.38,46.32
113624.SH,正川转债,20240613,20240619,46.69,46.32,46.12
113624.SH,正川转债,20240919,20240925,46.69,46.12,46.02
113624.SH,正川转债,20250515,20250521,46.69,46.02,45.77
113624.SH,正川转债,20251015,20251016,46.69,45.77,20.07
113624.SH,正川转债,20260522,20260528,46.69,20.07,19.78
113625.SH,江山转债,20210609,20210611,97.55,,
113625.SH,江山转债,20210910,20210917,97.55,97.55,96.33
113625.SH,江山转债,20220630,20220706,97.55,96.33,73.53
113625.SH,江山转债,20230615,20230621,97.55,73.53,55.04
113625.SH,江山转债,20240613,20240619,97.55,55.04,53.27
113625.SH,江山转债,20241108,20241111,97.55,53.27,20.03
113625.SH,江山转债,20250607,20250613,97.55,20.03,19.84
113626.SH,伯特转债,20210625,20210629,36.0,,
113626.SH,伯特转债,20211026,20211028,36.0,36.0,36.01
113626.SH,伯特转债,20220602,20220609,36.0,36.01,35.88
113626.SH,伯特转债,20230530,20230605,36.0,35.88,35.54
113627.SH,太平转债,20210713,20210715,50.32,,
113627.SH,太平转债,20220524,20220531,50.32,50.32,49.72
113627.SH,太平转债,20221029,20221101,50.32,49.72,49.74
113627.SH,太平转债,20230616,20230619,50.32,49.74,49.94
113627.SH,太平转债,20230701,20230707,50.32,49.94,49.79
113627.SH,太平转债,20230801,20230802,50.32,49.79,21.81
113627.SH,太平转债,20240514,20240520,50.32,21.81,21.21
113627.SH,太平转债,20250514,20250520,50.32,21.21,20.81
113627.SH,太平转债,20250612,20250613,50.32,20.81,20.88
113627.SH,太平转债,20260601,20260605,50.32,20.88,20.58
113627.SH,太平转债,20260729,20260730,50.32,20.58,20.61
113628.SH,晨丰转债,20210819,20210823,13.06,,
113628.SH,晨丰转债,20220704,20220708,13.06,13.06,12.94
113628.SH,晨丰转债,20240522,20240529,13.06,12.94,12.79
113628.SH,晨丰转债,20240919,20240926,13.06,12.79,12.78
113628.SH,晨丰转债,20250528,20250604,13.06,12.78,12.77
113629.SH,泉峰转债,20210910,20210914,23.03,,
113629.SH,泉峰转债,20220702,20220705,23.03,23.03,23.05
113629.SH,泉峰转债,20220714,20220721,23.03,23.05,22.98
113629.SH,泉峰转债,20221203,20221206,23.03,22.98,22.89
113629.SH,泉峰转债,20221213,20221214,23.03,22.89,22.17
113629.SH,泉峰转债,20230718,20230719,23.03,22.17,22.2
113629.SH,泉峰转债,20230914,20230915,23.03,22.2,22.24
113629.SH,泉峰转债,20240608,20240612,23.03,22.24,9.19
113629.SH,泉峰转债,20240730,20240731,23.03,9.19,7.89
113630.SH,赛伍转债,20211025,20211027,32.9,,
113630.SH,赛伍转债,20220421,20220422,32.9,32.9,19.2
113630.SH,赛伍转债,20220526,20220602,32.9,19.2,19.08
113631.SH,皖天转债,20211104,20211108,11.12,,
113631.SH,皖天转债,20220621,20220629,11.12,11.12,7.81
113631.SH,皖天转债,20230221,20230222,11.12,7.81,7.76
113631.SH,皖天转债,20230530,20230605,11.12,7.76,7.56
113631.SH,皖天转债,20240607,20240617,11.12,7.56,7.21
113631.SH,皖天转债,20250520,20250528,11.12,7.21,6.86
113631.SH,皖天转债,20251021,20251029,11.12,6.86,6.81
113631.SH,皖天转债,20260521,20260529,11.12,6.81,6.51
113632.SH,鹤21转债,20211115,20211117,39.09,,
113632.SH,鹤21转债,20220628,20220705,39.09,39.09,38.74
113632.SH,鹤21转债,20220802,20220803,39.09,38.74,27.23
113632.SH,鹤21转债,20230613,20230619,39.09,27.23,26.92
113632.SH,鹤21转债,20230901,20230904,39.09,26.92,19.84
113632.SH,鹤21转债,20240620,20240627,39.09,19.84,19.49
113632.SH,鹤21转债,20250704,20250710,39.09,19.49,18.99
113632.SH,鹤21转债,20260625,20260702,39.09,18.99,18.29
113633.SH,科沃转债,20211126,20211130,178.44,,
113633.SH,科沃转债,20220113,20220114,178.44,178.44,178.28
113633.SH,科沃转债,20220210,20220211,178.44,178.28,178.13
113633.SH,科沃转债,20220527,20220602,178.44,178.13,177.03
113633.SH,科沃转债,20220721,20220726,178.44,177.03,177.08
113633.SH,科沃转债,20221026,20221027,178.44,177.08,177.13
113633.SH,科沃转债,20230119,20230120,178.44,177.13,177.17
113633.SH,科沃转债,20230217,20230220,178.44,177.17,177.32
113633.SH,科沃转债,20230602,20230615,178.44,177.32,176.42
113633.SH,科沃转债,20230704,20230705,178.44,176.42,176.45
113633.SH,科沃转债,20230720,20230721,178.44,176.45,175.34
113633.SH,科沃转债,20231025,20231026,178.44,175.34,175.41
113633.SH,科沃转债,20231229,20240102,178.44,175.41,175.44
113633.SH,科沃转债,20240614,20240621,178.44,175.44,175.15
113633.SH,科沃转债,20240727,20240730,178.44,175.15,176.83
113633.SH,科沃转债,20241109,20241112,178.44,176.83,175.17
113633.SH,科沃转债,20250530,20250606,178.44,175.17,174.72
113633.SH,科沃转债,20250705,20250708,178.44,174.72,174.85
113633.SH,科沃转债,20250828,20250829,178.44,174.85,174.43
113633.SH,科沃转债,20251011,20251014,178.44,174.43,173.81
113633.SH,科沃转债,20251231,20260105,178.44,173.81,173.8
113633.SH,科沃转债,20260623,20260624,178.44,173.8,173.89
113633.SH,科沃转债,20260702,20260708,178.44,173.89,172.97
113634.SH,珀莱转债,20211204,20211208,195.98,,
113634.SH,珀莱转债,20220524,20220530,195.98,195.98,139.37
113634.SH,珀莱转债,20220908,20220909,195.98,139.37,138.92
113634.SH,珀莱转债,20230523,20230529,195.98,138.92,98.61
113634.SH,珀莱转债,20230828,20230829,195.98,98.61,98.62
113634.SH,珀莱转债,20231017,20231023,195.98,98.62,98.24
113634.SH,珀莱转债,20231215,20231218,195.98,98.24,98.25
113634.SH,珀莱转债,20240619,20240625,195.98,98.25,97.35
113634.SH,珀莱转债,20241025,20241028,195.98,97.35,97.41
113634.SH,珀莱转债,20250611,20250617,195.98,97.41,96.23
113634.SH,珀莱转债,20250825,20250826,195.98,96.23,96.26
113634.SH,珀莱转债,20251013,20251017,195.98,96.26,95.46
113634.SH,珀莱转债,20260716,20260722,195.98,95.46,94.27
113635.SH,升21转债,20211208,20211210,46.37,,
113635.SH,升21转债,20220421,20220428,46.37,46.37,33.04
113636.SH,甬金转债,20211209,20211213,53.07,,
113636.SH,甬金转债,20220516,20220520,53.07,53.07,36.05
113636.SH,甬金转债,20230408,20230411,53.07,36.05,35.0
113636.SH,甬金转债,20230703,20230707,53.07,35.0,34.5
113636.SH,甬金转债,20230725,20230726,53.07,34.5,34.57
113636.SH,甬金转债,20230816,20230817,53.07,34.57,27.66
113636.SH,甬金转债,20240315,20240318,53.07,27.66,27.98
113636.SH,甬金转债,20240530,20240605,53.07,27.98,27.48
113636.SH,甬金转债,20240711,20240712,53.07,27.48,27.54
113636.SH,甬金转债,20250529,20250605,53.07,27.54,27.04
113636.SH,甬金转债,20250917,20250923,53.07,27.04,26.74
113636.SH,甬金转债,20260601,20260605,53.07,26.74,26.24
113636.SH,甬金转债,20260702,20260703,53.07,26.24,26.22
113637.SH,华翔转债,20211220,20211222,12.99,,
113637.SH,华翔转债,20220614,20220620,12.99,12.99,12.75
113637.SH,华翔转债,20230621,20230703,12.99,12.75,12.57
113637.SH,华翔转债,20240531,20240606,12.99,12.57,12.26
113637.SH,华翔转债,20240913,20240918,12.99,12.26,12.27
113637.SH,华翔转债,20241017,20241018,12.99,12.27,12.02
113637.SH,华翔转债,20241115,20241118,12.99,12.02,11.96
113637.SH,华翔转债,20241216,20241223,12.99,11.96,11.65
113638.SH,台21转债,20211227,20211229,16.87,,
113638.SH,台21转债,20220708,20220715,16.87,16.87,16.7
113638.SH,台21转债,20230621,20230703,16.87,16.7,16.6
113638.SH,台21转债,20240530,20240606,16.87,16.6,16.44
113638.SH,台21转债,20250605,20250612,16.87,16.44,16.19
113638.SH,台21转债,20260528,20260604,16.87,16.19,16.01
113639.SH,华正转债,20220120,20220124,39.09,,
113639.SH,华正转债,20220420,20220427,39.09,39.09,38.59
113639.SH,华正转债,20230509,20230516,39.09,38.59,38.51
113640.SH,苏利转债,20220214,20220216,20.11,,
113640.SH,苏利转债,20220531,20220608,20.11,20.11,19.71
113640.SH,苏利转债,20230621,20230630,20.11,19.71,19.16
113640.SH,苏利转债,20240624,20240701,20.11,19.16,19.11
113640.SH,苏利转债,20240719,20240722,20.11,19.11,17.2
113640.SH,苏利转债,20260618,20260622,20.11,17.2,17.21
113640.SH,苏利转债,20260701,20260709,20.11,17.21,12.04
113641.SH,华友转债,20220222,20220224,110.26,,
113641.SH,华友转债,20220601,20220608,110.26,110.26,84.58
113641.SH,华友转债,20220713,20220713,110.26,84.58,84.24
113641.SH,华友转债,20220920,20220921,110.26,84.24,84.25
113641.SH,华友转债,20230111,20230112,110.26,84.25,84.26
113641.SH,华友转债,20230120,20230130,110.26,84.26,84.19
113641.SH,华友转债,20230325,20230328,110.26,84.19,84.2
113641.SH,华友转债,20230526,20230601,110.26,84.2,84.0
113641.SH,华友转债,20230706,20230707,110.26,84.0,81.53
113641.SH,华友转债,20230916,20230919,110.26,81.53,81.55
113641.SH,华友转债,20230929,20231010,110.26,81.55,81.18
113641.SH,华友转债,20240130,20240131,110.26,81.18,45.0
113641.SH,华友转债,20240509,20240510,110.26,45.0,45.1
113641.SH,华友转债,20240608,20240617,110.26,45.1,44.11
113641.SH,华友转债,20241011,20241014,110.26,44.11,35.0
113641.SH,华友转债,20250125,20250205,110.26,35.0,35.03
113641.SH,华友转债,20250311,20250312,110.26,35.03,34.92
113641.SH,华友转债,20250604,20250611,110.26,34.92,34.43
113642.SH,上22转债,20220225,20220301,145.66,,
113642.SH,上22转债,20220531,20220602,145.66,145.66,102.61
113642.SH,上22转债,20220823,20220825,145.66,102.61,102.4
113643.SH,风语转债,20220323,20220325,22.15,,
113643.SH,风语转债,20220708,20220714,22.15,22.15,15.26
113643.SH,风语转债,20230613,20230620,22.15,15.26,15.23
113643.SH,风语转债,20240601,20240607,22.15,15.23,15.03
113643.SH,风语转债,20250508,20250509,22.15,15.03,12.02
113643.SH,风语转债,20250521,20250527,22.15,12.02,11.82
113643.SH,风语转债,20260529,20260604,22.15,11.82,11.8
113644.SH,艾迪转债,20220413,20220415,23.96,,
113644.SH,艾迪转债,20220601,20220608,23.96,23.96,23.84
113644.SH,艾迪转债,20230530,20230605,23.96,23.84,23.74
113644.SH,艾迪转债,20240612,20240618,23.96,23.74,23.62
113644.SH,艾迪转债,20241205,20241212,23.96,23.62,23.54
113644.SH,艾迪转债,20250103,20250106,23.96,23.54,23.63
113644.SH,艾迪转债,20250530,20250606,23.96,23.63,23.58
113644.SH,艾迪转债,20251121,20251124,23.96,23.58,18.75
113644.SH,艾迪转债,20251202,20251208,23.96,18.75,18.65
113644.SH,艾迪转债,20260609,20260615,23.96,18.65,18.55
113646.SH,永吉转债,20220412,20220414,8.76,,
113646.SH,永吉转债,20220926,20220930,8.76,8.76,8.51
113646.SH,永吉转债,20230525,20230531,8.76,8.51,8.26
113646.SH,永吉转债,20240528,20240603,8.76,8.26,8.18
113646.SH,永吉转债,20250527,20250603,8.76,8.18,8.07
113646.SH,永吉转债,20251118,20251119,8.76,8.07,8.05
113647.SH,禾丰转债,20220420,20220422,10.22,,
113647.SH,禾丰转债,20220620,20220623,10.22,10.22,10.26
113647.SH,禾丰转债,20230522,20230526,10.22,10.26,10.14
113647.SH,禾丰转债,20250604,20250610,10.22,10.14,10.09
113648.SH,巨星转债,20220421,20220425,25.24,,
113648.SH,巨星转债,20230802,20230808,25.24,25.24,25.21
113648.SH,巨星转债,20250611,20250617,25.24,25.21,25.04
113648.SH,巨星转债,20260501,20260507,25.24,25.04,24.86
113648.SH,巨星转债,20260626,20260702,25.24,24.86,24.84
113649.SH,丰山转债,20220623,20220627,13.8,,
113649.SH,丰山转债,20230609,20230615,13.8,13.8,13.73
113649.SH,丰山转债,20260604,20260610,13.8,13.73,13.61
113650.SH,博22转债,20220629,20220701,23.95,,
113650.SH,博22转债,20230524,20230531,23.95,23.95,23.65
113650.SH,博22转债,20240119,20240122,23.95,23.65,23.14
113650.SH,博22转债,20240618,20240625,23.95,23.14,22.99
113650.SH,博22转债,20241226,20241227,23.95,22.99,23.0
113650.SH,博22转债,20250605,20250612,23.95,23.0,22.9
113650.SH,博22转债,20250823,20250826,23.95,22.9,23.15
113650.SH,博22转债,20260527,20260603,23.95,23.15,23.03
113650.SH,博22转债,20260725,20260728,23.95,23.03,23.27
113651.SH,松霖转债,20220718,20220720,16.58,,
113651.SH,松霖转债,20230606,20230613,16.58,16.58,16.38
113651.SH,松霖转债,20231201,20231208,16.58,16.38,16.13
113651.SH,松霖转债,20240603,20240607,16.58,16.13,15.94
113651.SH,松霖转债,20240830,20240905,16.58,15.94,15.67
113651.SH,松霖转债,20250523,20250530,16.58,15.67,15.41
113651.SH,松霖转债,20250909,20250915,16.58,15.41,15.3
113652.SH,伟22转债,20220720,20220722,32.85,,
113652.SH,伟22转债,20230704,20230705,32.85,32.85,32.71
113652.SH,伟22转债,20230708,20230714,32.85,32.71,32.56
113652.SH,伟22转债,20240603,20240604,32.85,32.56,28.0
113652.SH,伟22转债,20240618,20240624,32.85,28.0,27.75
113652.SH,伟22转债,20250530,20250606,32.85,27.75,27.27
113652.SH,伟22转债,20260520,20260526,32.85,27.27,22.23
113652.SH,伟22转债,20260605,20260608,32.85,22.23,19.0
113652.SH,伟22转债,20260709,20260710,32.85,19.0,19.02
113653.SH,永22转债,20220726,20220728,26.81,,
113653.SH,永22转债,20230117,20230117,26.81,26.81,22.79
113653.SH,永22转债,20230614,20230620,26.81,22.79,22.59
113653.SH,永22转债,20240628,20240708,26.81,22.59,22.45
113653.SH,永22转债,20250630,20250708,26.81,22.45,22.3
113653.SH,永22转债,20250924,20250925,26.81,22.3,16.5
113654.SH,永02转债,20220802,20220804,14.07,,
113654.SH,永02转债,20230609,20230616,14.07,14.07,13.94
113654.SH,永02转债,20240626,20240703,14.07,13.94,13.86
113654.SH,永02转债,20240912,20240913,14.07,13.86,9.7
113654.SH,永02转债,20250701,20250708,14.07,9.7,9.69
113654.SH,永02转债,20260413,20260414,14.07,9.69,9.77
113655.SH,欧22转债,20220803,20220805,125.46,,
113655.SH,欧22转债,20230719,20230726,125.46,125.46,123.69
113655.SH,欧22转债,20240702,20240709,125.46,123.69,120.95
113655.SH,欧22转债,20250718,20250725,125.46,120.95,118.48
113655.SH,欧22转债,20250825,20250826,125.46,118.48,54.0
113655.SH,欧22转债,20260105,20260109,125.46,54.0,52.77
113655.SH,欧22转债,20260617,20260625,125.46,52.77,51.54
113656.SH,嘉诚转债,20220830,20220901,22.98,,
113656.SH,嘉诚转债,20230809,20230815,22.98,22.98,22.9
113656.SH,嘉诚转债,20240823,20240829,22.98,22.9,15.41
113656.SH,嘉诚转债,20250328,20250403,22.98,15.41,10.35
113657.SH,再22转债,20220927,20220929,6.04,,
113657.SH,再22转债,20230612,20230616,6.04,6.04,6.0
113657.SH,再22转债,20240612,20240618,6.04,6.0,5.97
113657.SH,再22转债,20240828,20240903,6.04,5.97,5.94
113657.SH,再22转债,20241209,20241213,6.04,5.94,5.91
113657.SH,再22转债,20250115,20250116,6.04,5.91,4.25
113657.SH,再22转债,20250604,20250611,6.04,4.25,4.24
113657.SH,再22转债,20251021,20251028,6.04,4.24,4.22
113658.SH,密卫转债,20220914,20220916,134.55,,
113658.SH,密卫转债,20221221,20221222,134.55,134.55,134.61
113658.SH,密卫转债,20230516,20230523,134.55,134.61,134.06
113658.SH,密卫转债,20231021,20231024,134.55,134.06,134.07
113658.SH,密卫转债,20231226,20231227,134.55,134.07,134.11
113658.SH,密卫转债,20240507,20240508,134.55,134.11,57.0
113658.SH,密卫转债,20240522,20240529,134.55,57.0,56.48
113658.SH,密卫转债,20240913,20240918,134.55,56.48,56.31
113658.SH,密卫转债,20241216,20241217,134.55,56.31,56.33
113658.SH,密卫转债,20241226,20241227,134.55,56.33,56.38
113658.SH,密卫转债,20250211,20250212,134.55,56.38,56.43
113658.SH,密卫转债,20250527,20250605,134.55,56.43,55.72
113658.SH,密卫转债,20260520,20260527,134.55,55.72,54.72
113659.SH,莱克转债,20221012,20221014,34.17,,
113659.SH,莱克转债,20221206,20221207,34.17,34.17,34.18
113659.SH,莱克转债,20230216,20230217,34.17,34.18,34.19
113659.SH,莱克转债,20230626,20230627,34.17,34.19,34.2
113659.SH,莱克转债,20230630,20230706,34.17,34.2,33.2
113659.SH,莱克转债,20231026,20231027,34.17,33.2,33.21
113659.SH,莱克转债,20241024,20241025,34.17,33.21,33.22
113659.SH,莱克转债,20241104,20241108,34.17,33.22,31.72
113660.SH,寿22转债,20221115,20221117,38.08,,
113660.SH,寿22转债,20230628,20230704,38.08,38.08,37.65
113660.SH,寿22转债,20240612,20240620,38.08,37.65,37.27
113660.SH,寿22转债,20240705,20240708,38.08,37.27,37.11
113660.SH,寿22转债,20250529,20250606,38.08,37.11,36.84
113661.SH,福22转债,20221118,20221122,65.07,,
113661.SH,福22转债,20230522,20230526,65.07,65.07,46.37
113661.SH,福22转债,20240618,20240624,65.07,46.37,32.94
113661.SH,福22转债,20250314,20250317,65.07,32.94,15.0
113661.SH,福22转债,20250617,20250624,65.07,15.0,14.74
113661.SH,福22转债,20260521,20260527,65.07,14.74,14.59
113662.SH,豪能转债,20221123,20221125,12.78,,
113662.SH,豪能转债,20230526,20230529,12.78,12.78,12.6
113662.SH,豪能转债,20230714,20230717,12.78,12.6,12.61
113662.SH,豪能转债,20240530,20240605,12.78,12.61,8.39
113663.SH,新化转债,20221124,20221128,32.41,,
113663.SH,新化转债,20230615,20230621,32.41,32.41,31.86
113663.SH,新化转债,20240612,20240618,32.41,31.86,31.42
113663.SH,新化转债,20240919,20240920,32.41,31.42,20.25
113663.SH,新化转债,20250612,20250618,32.41,20.25,19.81
113664.SH,大元转债,20221201,20221205,23.18,,
113664.SH,大元转债,20230523,20230529,23.18,23.18,22.48
113664.SH,大元转债,20231014,20231020,23.18,22.48,22.28
113664.SH,大元转债,20240614,20240620,23.18,22.28,21.29
113664.SH,大元转债,20241015,20241021,23.18,21.29,20.8
113664.SH,大元转债,20241119,20241120,23.18,20.8,20.79
113664.SH,大元转债,20250610,20250616,23.18,20.79,20.59
113665.SH,汇通转债,20221213,20221215,8.23,,
113665.SH,汇通转债,20230606,20230613,8.23,8.23,8.21
113665.SH,汇通转债,20240628,20240704,8.23,8.21,8.19
113665.SH,汇通转债,20250411,20250414,8.23,8.19,8.09
113665.SH,汇通转债,20250630,20250707,8.23,8.09,8.07
113665.SH,汇通转债,20250920,20250923,8.23,8.07,8.06
113665.SH,汇通转债,20251011,20251014,8.23,8.06,6.29
113665.SH,汇通转债,20260608,20260615,8.23,6.29,6.28
113666.SH,爱玛转债,20230221,20230223,61.29,,
