model,factor,rebalance_date,return_date,n_obs,ic,rank_ic
BS,price_volume,2019-06-28,2019-07-26,83,-0.22704387449231958,-0.2968599135216825
BS,valuation,2019-06-28,2019-07-26,83,0.5171794841450859,0.2292724906595021
BS,volatility,2019-06-28,2019-07-26,83,-0.6394695501337319,-0.3662314764283615
BS,bs_deviation,2019-07-26,2019-08-30,85,0.08731656619415554,-0.03595856947430135
BS,liquidity,2019-07-26,2019-08-30,85,-0.017366650079771645,-0.008579245651749072
BS,momentum,2019-07-26,2019-08-30,85,0.15524733882936032,0.18596834082470198
BS,price_volume,2019-07-26,2019-08-30,85,0.21020694128031586,0.13761969904240767
BS,valuation,2019-07-26,2019-08-30,85,0.0009312851148854696,-0.08876294703928084
BS,volatility,2019-07-26,2019-08-30,85,0.16210843752704113,0.1298221614227086
BS,bs_deviation,2019-08-30,2019-09-30,95,0.0159467250409534,0.046444568868980955
BS,liquidity,2019-08-30,2019-09-30,95,-0.04325013477866368,-0.08593225083986562
BS,momentum,2019-08-30,2019-09-30,95,0.01889076937913495,0.016307390817469205
BS,price_volume,2019-08-30,2019-09-30,95,0.052543761721402474,0.07441209406494961
BS,valuation,2019-08-30,2019-09-30,95,-0.16004718175568888,-0.09645856662933931
BS,volatility,2019-08-30,2019-09-30,95,0.06927147575704562,-0.09861422172452407
BS,bs_deviation,2019-09-30,2019-10-25,58,0.06386324990166038,0.027161709065181953
BS,liquidity,2019-09-30,2019-10-25,58,0.06440416988961786,0.025869759143621766
BS,momentum,2019-09-30,2019-10-25,58,0.09728569447188419,-0.012950259928019934
BS,price_volume,2019-09-30,2019-10-25,58,-0.07431434392116518,-0.19031652773078223
BS,valuation,2019-09-30,2019-10-25,58,0.07275603212885262,0.14337568058076225
BS,volatility,2019-09-30,2019-10-25,58,0.0041767382823257385,-0.10707803992740472
BS,bs_deviation,2019-10-25,2019-11-29,68,0.04113715564553968,-0.05378478451731114
BS,liquidity,2019-10-25,2019-11-29,68,-0.11450226055686441,-0.08443714929190363
BS,momentum,2019-10-25,2019-11-29,68,0.26112615984079957,0.1662785815169676
BS,price_volume,2019-10-25,2019-11-29,68,-0.28502513851971434,-0.32156353780967284
BS,valuation,2019-10-25,2019-11-29,68,0.2998153536471146,0.29106386227430614
BS,volatility,2019-10-25,2019-11-29,68,-0.24572061169881224,-0.26396152231171505
BS,bs_deviation,2019-11-29,2019-12-27,65,0.19541858271205667,0.12657342657342657
BS,liquidity,2019-11-29,2019-12-27,65,0.08070219692850548,0.19069055944055943
BS,momentum,2019-11-29,2019-12-27,65,0.36156120184759594,0.2895541958041958
BS,price_volume,2019-11-29,2019-12-27,65,0.32490443067633346,0.32657342657342653
BS,valuation,2019-11-29,2019-12-27,65,0.06766828948979407,0.08369755244755245
BS,volatility,2019-11-29,2019-12-27,65,0.07581016235065273,0.31158216783216786
BS,bs_deviation,2019-12-27,2020-01-23,114,0.3433033798464169,0.2945221846459165
BS,liquidity,2019-12-27,2020-01-23,114,0.18742126318512767,0.07002288329519452
BS,momentum,2019-12-27,2020-01-23,114,0.18267650607554273,0.06236811729207591
BS,price_volume,2019-12-27,2020-01-23,114,0.0590530723493025,0.018334987140803144
BS,valuation,2019-12-27,2020-01-23,114,0.07457155641018112,0.04322715214353699
BS,volatility,2019-12-27,2020-01-23,114,0.22192275737804829,0.23883274943804297
BS,bs_deviation,2020-01-23,2020-02-28,111,0.16568980097917982,0.07306949806949807
BS,liquidity,2020-01-23,2020-02-28,111,-0.0806934670146573,-0.2941119691119691
BS,momentum,2020-01-23,2020-02-28,111,0.01574851125066463,0.09491926991926991
BS,price_volume,2020-01-23,2020-02-28,111,0.023604754987489887,0.011749736749736749
BS,valuation,2020-01-23,2020-02-28,111,0.14029068276450568,0.07528957528957529
BS,volatility,2020-01-23,2020-02-28,111,-0.0027474868274280423,-0.032134082134082136
BS,bs_deviation,2020-02-28,2020-03-27,166,0.09283286621612916,-0.06863337946232399
BS,liquidity,2020-02-28,2020-03-27,166,0.06633761415722977,-0.29762381042952435
BS,momentum,2020-02-28,2020-03-27,166,0.1295306347621944,-0.08479907654570379
BS,price_volume,2020-02-28,2020-03-27,166,0.05220991535830316,-0.047509362436135405
BS,valuation,2020-02-28,2020-03-27,166,-0.07797204071532356,0.0034380308386512846
BS,volatility,2020-02-28,2020-03-27,166,0.30204707727586194,-0.24910573158174343
BS,bs_deviation,2020-03-27,2020-04-30,169,-0.19014839921441337,0.016503406096166278
BS,liquidity,2020-03-27,2020-04-30,169,0.20300205429443702,0.1727810650887574
BS,momentum,2020-03-27,2020-04-30,169,0.30799335988419085,-0.13022723882452392
BS,price_volume,2020-03-27,2020-04-30,169,0.2064960795899669,-0.012311670230222267
BS,valuation,2020-03-27,2020-04-30,169,-0.33464918516851677,-0.10161851722937698
BS,volatility,2020-03-27,2020-04-30,169,0.37158477746693247,0.1741236139426185
BS,bs_deviation,2020-04-30,2020-05-29,167,0.3737413072660255,0.1223783070691663
BS,liquidity,2020-04-30,2020-05-29,167,-0.08221248243199786,-0.22521566161996145
BS,momentum,2020-04-30,2020-05-29,167,0.1123583091713098,-0.0559174250466365
BS,price_volume,2020-04-30,2020-05-29,167,-0.020404751190731568,-0.19697609943623942
BS,valuation,2020-04-30,2020-05-29,167,0.28202308764295375,0.0776536428004576
BS,volatility,2020-04-30,2020-05-29,167,-0.16084364688795952,-0.2109026353489235
BS,bs_deviation,2020-05-29,2020-06-24,146,0.31099292350252744,0.36103650718671976
BS,liquidity,2020-05-29,2020-06-24,146,0.08872044743500154,0.09358449095273444
BS,momentum,2020-05-29,2020-06-24,146,0.014859106481994663,-0.01934389249322781
BS,price_volume,2020-05-29,2020-06-24,146,0.1448579491623127,0.030360637405647192
BS,valuation,2020-05-29,2020-06-24,146,-0.005103607849477671,0.09246237937782578
BS,volatility,2020-05-29,2020-06-24,146,-0.08727165650053745,0.21122497180260866
BS,bs_deviation,2020-06-24,2020-07-31,160,0.3480236528393331,0.18913629438649948
BS,liquidity,2020-06-24,2020-07-31,160,-0.04125084993109912,-0.15688503457166295
BS,momentum,2020-06-24,2020-07-31,160,0.5281260652854497,0.22470701980546115
BS,price_volume,2020-06-24,2020-07-31,160,-0.05557090169052976,-0.03234501347708895
BS,valuation,2020-06-24,2020-07-31,160,-0.03476900142155989,0.14234442751669987
BS,volatility,2020-06-24,2020-07-31,160,-0.00895952394486778,-0.012533692722371967
BS,bs_deviation,2020-07-31,2020-08-28,182,-0.287077817646856,-0.26250707900920744
BS,liquidity,2020-07-31,2020-08-28,182,-0.027626402317807792,-0.18524659834323814
BS,momentum,2020-07-31,2020-08-28,182,-0.3164253439435472,-0.12633331707690915
BS,price_volume,2020-07-31,2020-08-28,182,0.06196930876378912,-0.02979603495861081
BS,valuation,2020-07-31,2020-08-28,182,0.044294625643769986,-0.06954796856073915
BS,volatility,2020-07-31,2020-08-28,182,-0.13346377175078974,-0.2325746891456519
BS,bs_deviation,2020-08-28,2020-09-30,183,0.26681338938342236,0.012686707447933394
BS,liquidity,2020-08-28,2020-09-30,183,-0.3891094164647567,-0.3240916246974693
BS,momentum,2020-08-28,2020-09-30,183,-0.35840046334951187,-0.1756205305742013
BS,price_volume,2020-08-28,2020-09-30,183,-0.2760342378303181,-0.27525396912424716
BS,valuation,2020-08-28,2020-09-30,183,0.2229633727751615,0.3037917179043338
BS,volatility,2020-08-28,2020-09-30,183,-0.4759617250163766,-0.48206159485560773
BS,bs_deviation,2020-09-30,2020-10-30,164,-0.26160613098041424,-0.058125773672683734
BS,liquidity,2020-09-30,2020-10-30,164,0.36336765162069057,0.18856528777223075
BS,momentum,2020-09-30,2020-10-30,164,-0.06254827559727895,0.21082529620611318
BS,price_volume,2020-09-30,2020-10-30,164,0.2666881971714502,0.2464489274005958
BS,valuation,2020-09-30,2020-10-30,164,-0.23768550337663502,-0.16804646797165126
BS,volatility,2020-09-30,2020-10-30,164,0.3276724681476987,0.16039884102131594
BS,bs_deviation,2020-10-30,2020-11-27,215,0.3690143191695976,0.13210533941896688
BS,liquidity,2020-10-30,2020-11-27,215,-0.399235401501923,-0.31022362288391414
BS,momentum,2020-10-30,2020-11-27,215,-0.38264954614341,-0.1678330797652684
BS,price_volume,2020-10-30,2020-11-27,215,-0.11884893873895902,-0.18378613344925016
BS,valuation,2020-10-30,2020-11-27,215,0.2752048550974379,0.343815354150064
BS,volatility,2020-10-30,2020-11-27,215,-0.5181376104383885,-0.36512835373952524
BS,bs_deviation,2020-11-27,2020-12-31,180,-0.05938171862610589,-0.06884780394456619
BS,liquidity,2020-11-27,2020-12-31,180,0.3276068609300652,0.25429797215963457
BS,momentum,2020-11-27,2020-12-31,180,0.12877373744864176,0.08020000617303004
BS,price_volume,2020-11-27,2020-12-31,180,0.03535551478150189,-0.10563700525736391
BS,valuation,2020-11-27,2020-12-31,180,-0.4275329028170119,-0.30684486146691764
BS,volatility,2020-11-27,2020-12-31,180,0.26711880840738994,0.18235953784581826
BS,bs_deviation,2020-12-31,2021-01-29,230,0.03495872266482611,-0.15278911329794184
BS,liquidity,2020-12-31,2021-01-29,230,-0.006380196966159128,-0.012550085191057278
BS,momentum,2020-12-31,2021-01-29,230,0.032775813959924176,0.10551115867235099
BS,price_volume,2020-12-31,2021-01-29,230,-0.055739618247830656,-0.1386220007446512
BS,valuation,2020-12-31,2021-01-29,230,-0.11214289992614562,-0.0441962821685624
BS,volatility,2020-12-31,2021-01-29,230,-0.07885335394166973,-0.1506113783691152
BS,bs_deviation,2021-01-29,2021-02-26,222,0.16905109708324345,0.12277577290118401
BS,liquidity,2021-01-29,2021-02-26,222,-0.27020303816776237,-0.3332091196430229
BS,momentum,2021-01-29,2021-02-26,222,-0.1396287652327383,-0.1941566918686172
BS,price_volume,2021-01-29,2021-02-26,222,-0.12830418943916413,-0.22743883161258469
BS,valuation,2021-01-29,2021-02-26,222,0.12848123024248728,0.37780704431468787
BS,volatility,2021-01-29,2021-02-26,222,-0.2599254438991223,-0.2992156988555727
BS,bs_deviation,2021-02-26,2021-03-26,199,0.06969935463288948,0.26400182731841026
BS,liquidity,2021-02-26,2021-03-26,199,-0.3046084016326337,-0.3942165372316126
BS,momentum,2021-02-26,2021-03-26,199,0.03880613860394339,-0.005923557179838586
BS,price_volume,2021-02-26,2021-03-26,199,-0.030250969050893684,-0.11069742652657226
BS,valuation,2021-02-26,2021-03-26,199,0.18398480838824124,0.30377341251713114
BS,volatility,2021-02-26,2021-03-26,199,-0.14106235908340753,-0.22302573473427748
BS,bs_deviation,2021-03-26,2021-04-30,213,0.20101462495788705,0.22321745674186183
BS,liquidity,2021-03-26,2021-04-30,213,0.13877779575592192,-0.030853787865617262
BS,momentum,2021-03-26,2021-04-30,213,0.006043660623557818,-0.09937636753336097
BS,price_volume,2021-03-26,2021-04-30,213,0.0027818882902807705,-0.16525515285328615
BS,valuation,2021-03-26,2021-04-30,213,0.013288001527087465,0.002633859939747815
BS,volatility,2021-03-26,2021-04-30,213,0.1997184126176506,-0.0638074612371815
BS,bs_deviation,2021-04-30,2021-05-28,210,0.044309860357058,0.13224854467059505
BS,liquidity,2021-04-30,2021-05-28,210,0.10661096833096688,0.010658485939104546
BS,momentum,2021-04-30,2021-05-28,210,0.04376009490418824,-0.020085327493658746
BS,price_volume,2021-04-30,2021-05-28,210,0.17022552708828062,0.12081193937018332
BS,valuation,2021-04-30,2021-05-28,210,0.17504845976098185,0.06445821576776926
BS,volatility,2021-04-30,2021-05-28,210,0.15956610619734565,0.05479035805800585
BS,bs_deviation,2021-05-28,2021-06-25,244,0.24991192868031908,0.26975205382699524
BS,liquidity,2021-05-28,2021-06-25,244,-0.033496564936229045,-0.137426531025282
BS,momentum,2021-05-28,2021-06-25,244,0.04629944331928253,0.1236352221520059
BS,price_volume,2021-05-28,2021-06-25,244,0.08816913448459007,0.07804749100611708
BS,valuation,2021-05-28,2021-06-25,244,0.20242053364548648,0.09668537724743813
BS,volatility,2021-05-28,2021-06-25,244,-0.0848202758416426,-0.010724921419691131
BS,bs_deviation,2021-06-25,2021-07-30,247,0.16188303993523648,0.14160566881366382
BS,liquidity,2021-06-25,2021-07-30,247,0.17474203105452069,0.123127037257286
BS,momentum,2021-06-25,2021-07-30,247,0.20581013670304996,0.35737551590278294
BS,price_volume,2021-06-25,2021-07-30,247,0.2361226066007571,0.22239577972566987
BS,valuation,2021-06-25,2021-07-30,247,-0.0004928272752530925,-0.051977397530675484
BS,volatility,2021-06-25,2021-07-30,247,0.1093201028581857,0.23984912574998124
BS,bs_deviation,2021-07-30,2021-08-27,254,0.18910590171228428,0.21837331365897328
BS,liquidity,2021-07-30,2021-08-27,254,0.08434226294859601,0.002870967564767029
BS,momentum,2021-07-30,2021-08-27,254,0.07486990553827022,0.12100939719200991
BS,price_volume,2021-07-30,2021-08-27,254,0.04824718045091876,-0.05445538210304506
BS,valuation,2021-07-30,2021-08-27,254,0.007299882278202743,0.10331199299924756
BS,volatility,2021-07-30,2021-08-27,254,0.16753228303718473,0.10549643280174724
BS,bs_deviation,2021-08-27,2021-09-30,257,0.07151313135373112,0.06241163130033481
BS,liquidity,2021-08-27,2021-09-30,257,-0.18616017267242035,-0.23902531445118086
BS,momentum,2021-08-27,2021-09-30,257,-0.11939499405342686,-0.14413288390190931
BS,price_volume,2021-08-27,2021-09-30,257,-0.16387949858055595,-0.23781784453895574
BS,valuation,2021-08-27,2021-09-30,257,0.2303206191898867,0.29858369717672606
BS,volatility,2021-08-27,2021-09-30,257,-0.25058741334488405,-0.3629040923898289
BS,bs_deviation,2021-09-30,2021-10-29,246,-0.02614571953107943,-0.1268361200508642
BS,liquidity,2021-09-30,2021-10-29,246,0.007895758325781918,-0.0742130050400727
BS,momentum,2021-09-30,2021-10-29,246,-0.1295681001941764,-0.12170939275285506
BS,price_volume,2021-09-30,2021-10-29,246,-0.0014099624771777262,-0.06700898587933246
BS,valuation,2021-09-30,2021-10-29,246,-0.08513705414312475,-0.20187576956328102
BS,volatility,2021-09-30,2021-10-29,246,0.04871322788012438,-0.044458640570872364
BS,bs_deviation,2021-10-29,2021-11-26,244,0.1426560546957551,0.1108665931460623
BS,liquidity,2021-10-29,2021-11-26,244,0.055166278040656117,-0.0005551218665972765
BS,momentum,2021-10-29,2021-11-26,244,0.0790688073972745,-0.020761723025579385
BS,price_volume,2021-10-29,2021-11-26,244,0.04515361602581106,0.06266681536002378
BS,valuation,2021-10-29,2021-11-26,244,0.08397049758322478,-0.02943302396854309
BS,volatility,2021-10-29,2021-11-26,244,0.17124369750373378,0.2545473319868324
BS,bs_deviation,2021-11-26,2021-12-31,266,0.12049576777665769,0.05421153052229896
BS,liquidity,2021-11-26,2021-12-31,266,-0.13800737198789556,-0.16243438785643352
BS,momentum,2021-11-26,2021-12-31,266,0.04150049777372122,-0.03469676948359876
BS,price_volume,2021-11-26,2021-12-31,266,-0.09962641830632742,-0.14570590138692077
BS,valuation,2021-11-26,2021-12-31,266,0.15471184255462492,0.15687714091248897
BS,volatility,2021-11-26,2021-12-31,266,-0.10075736752489066,-0.10926372535111362
BS,bs_deviation,2021-12-31,2022-01-28,276,-0.07452014026860695,-0.11557940097886733
BS,liquidity,2021-12-31,2022-01-28,276,-0.4415278407057413,-0.4593764358385297
BS,momentum,2021-12-31,2022-01-28,276,0.13957981721758078,0.14195204719568177
BS,price_volume,2021-12-31,2022-01-28,276,-0.18763873569464712,-0.20118206075826547
BS,valuation,2021-12-31,2022-01-28,276,0.33758032636154234,0.4460866711376835
BS,volatility,2021-12-31,2022-01-28,276,-0.4632892485678165,-0.5906194260926643
BS,bs_deviation,2022-01-28,2022-02-25,263,-0.006275503850721093,0.20861423863339512
BS,liquidity,2022-01-28,2022-02-25,263,0.03146968211573916,-0.0536270756208062
BS,momentum,2022-01-28,2022-02-25,263,-0.05360338911255677,-0.024828954205887245
BS,price_volume,2022-01-28,2022-02-25,263,0.1535495342158519,0.09595285276648291
