date,rebalance_date,benchmark_return,long_return_ew,long_return_ew_gross,ew_turnover,liquidity_return,liquidity_return_gross,liquidity_turnover,volatility_return,volatility_return_gross,volatility_turnover,price_volume_return,price_volume_return_gross,price_volume_turnover,valuation_return,valuation_return_gross,valuation_turnover,momentum_return,momentum_return_gross,momentum_turnover,bs_deviation_return,bs_deviation_return_gross,bs_deviation_turnover,benchmark_nav,long_nav,long_nav_gross,liquidity_nav,liquidity_nav_gross,volatility_nav,volatility_nav_gross,price_volume_nav,price_volume_nav_gross,valuation_nav,valuation_nav_gross,momentum_nav,momentum_nav_gross,bs_deviation_nav,bs_deviation_nav_gross
2019-02-22,2019-01-25,0.056231682462920984,0.11477783560747282,0.11537783560747282,1.0,0.10103869551106248,0.10163869551106249,1.0,0.1055536557044452,0.10615365570444521,1.0,0.09506215709134466,0.09566215709134467,1.0,0.07710784512890889,0.0777078451289089,1.0,0.09454308137401334,0.09514308137401334,1.0,0.10769277689078112,0.10829277689078112,1.0,1.056231682462921,1.114777835607473,1.1153778356074728,1.1010386955110625,1.1016386955110624,1.1055536557044452,1.1061536557044451,1.0950621570913446,1.0956621570913447,1.077107845128909,1.0777078451289088,1.0945430813740133,1.0951430813740133,1.1076927768907812,1.108292776890781
2019-03-29,2019-02-22,0.054042180953750046,0.11124684976133846,0.11148684976133846,0.4,0.083780439587855,0.083980439587855,0.3333333333333333,0.1009303303525474,0.1012903303525474,0.6,0.09996176084261835,0.10032176084261835,0.6,0.10730971453384479,0.10758971453384479,0.4666666666666667,0.08788917701387501,0.08828917701387501,0.6666666666666666,0.10381493319525528,0.10401493319525529,0.3333333333333333,1.113312746175666,1.2387933580025674,1.2397277967929698,1.1932842014242178,1.1941547974270725,1.2171375513971614,1.2181963249114263,1.2045264985463113,1.20558091397937,1.192691980511857,1.193658124537213,1.190741572002206,1.191832362740964,1.2226878285245646,1.2235717760398597
2019-04-30,2019-03-29,-0.024140111468356804,-0.008368322657858538,-0.007968322657858538,0.6666666666666666,-0.03388367459151652,-0.03358367459151652,0.5,-0.03963191883346117,-0.03923191883346117,0.6666666666666666,-0.02798900560491991,-0.02748900560491991,0.8333333333333334,-0.02089341681435905,-0.020560083481025716,0.5555555555555556,-0.016125273138809043,-0.015658606472142376,0.7777777777777778,-0.031341703949475566,-0.03100837061614223,0.5555555555555556,1.086437252383843,1.2284267354763898,1.2298492457002075,1.1528513478479618,1.1540506912983834,1.1689000547510313,1.1704041455692804,1.170812999627224,1.1724406934778067,1.1677725698318793,1.1691164138489234,1.1715405389159357,1.1731699287920396,1.1843667085803204,1.1856308089329644
2019-05-31,2019-04-30,-0.0239851051629653,-0.018739638435414683,-0.018457285494238213,0.47058823529411764,-0.00935390362665785,-0.00910684480312844,0.4117647058823529,-0.03625720621400302,-0.03597485327282655,0.47058823529411764,-0.044310609572212535,-0.043851786042800774,0.7647058823529411,-0.034246633572957,-0.03396428063178053,0.47058823529411764,-0.040177054202064376,-0.039718230672652614,0.7647058823529411,-0.0197310540976187,-0.019483995274089286,0.4117647058823529,1.0603789406324535,1.2054064626091654,1.2071495670574452,1.1420676874443294,1.143540930757786,1.1265190044223639,1.1282990281625176,1.118933561918671,1.1210270750395448,1.1277802905362966,1.1294082158777377,1.1244714911839944,1.126573694942058,1.1609979049819037,1.1625299838549
2019-06-28,2019-05-31,0.012601469574789968,0.025718559335293382,0.026061416478150523,0.5714285714285714,0.0199058928079755,0.020120178522261216,0.35714285714285715,0.005518135364471068,0.005775278221613925,0.42857142857142855,0.02904212727585136,0.02951355584727993,0.7857142857142857,0.04811110476454819,0.04849681905026248,0.6428571428571429,-5.517636506996101e-05,0.00037339506350146754,0.7142857142857143,0.048418242301168445,0.0486753851583113,0.42857142857142855,1.0737412735905814,1.2364077802409252,1.2386095946759483,1.164801564410049,1.1665491784321453,1.1327352887794158,1.1348152689673325,1.151429772837135,1.1541125702250372,1.182039046245681,1.18418092175704,1.124409446934486,1.1269943519984198,1.2172113828564666,1.2191165785771225
2019-07-26,2019-06-28,0.01837719558528106,-0.05036965516165763,-0.04995715516165763,0.6875,-0.03950036611862344,-0.03935036611862344,0.25,-0.0594290215409035,-0.059091521540903504,0.5625,-0.0231292923707517,-0.0226417923707517,0.8125,-9.330652656218088e-05,0.0001691934734378191,0.4375,-0.035278521715869655,-0.034828521715869656,0.75,-0.016132087093549966,-0.015757087093549966,0.625,1.093473626983344,1.1741303467109994,1.1767321829700041,1.1187914761603066,1.1206450411654612,1.0654179389024023,1.0677573080562033,1.1247980169767966,1.1279813930375273,1.1819287542880148,1.1843812774403708,1.0847419438432788,1.0877428047361803,1.1975752228169656,1.1999068524712921
2019-08-30,2019-07-26,0.013109368829750133,0.059303341171421435,0.05969157646553908,0.6470588235294118,0.00872545678607871,0.008972515609608121,0.4117647058823529,0.03987462146579008,0.04015697440696655,0.47058823529411764,0.05797367822840345,0.058397207640168154,0.7058823529411765,0.02380940579422355,0.02409175873540002,0.47058823529411764,0.05124205054661906,0.05177146231132494,0.8823529411764706,0.03857329725981441,0.03896153255393206,0.6470588235294118,1.1078083760650732,1.243760199241721,1.2469731820492187,1.1285534428381765,1.1307000462901482,1.107901075918998,1.1106352109486677,1.1900066952849557,1.193852356660986,1.2100697756187193,1.212915105427189,1.140326345359734,1.1440568403559945,1.243769647877673,1.2466570623655386
2019-09-30,2019-08-30,0.004349450306704206,0.021212816251326472,0.021560184672379103,0.5789473684210527,0.0036020736454525923,0.003949442066505224,0.5789473684210527,0.011358562126046886,0.011674351599731096,0.5263157894736842,0.011020477367890417,0.011494161578416732,0.7894736842105263,0.006140456165472815,0.006361508797051762,0.3684210526315789,0.01440182262939781,0.014843927892555705,0.7368421052631579,0.00410629110271773,0.00442208057640194,0.5263157894736842,1.112626733546119,1.270143855808949,1.2738581541357041,1.1326185754521085,1.1351656806175658,1.120485239119338,1.123601156900324,1.2031211371379815,1.207574688549221,1.2175001560330696,1.2206310755404408,1.1567491231252345,1.161039137599224,1.2488769281165832,1.2521698803464596
2019-10-25,2019-09-30,0.013105165756585775,0.019711294276685484,0.019929476094867303,0.36363636363636365,0.024798414454616884,0.024962050818253246,0.2727272727272727,-0.002156626339594008,-0.0019929899759576443,0.2727272727272727,0.008433525406731252,0.008815343588549433,0.6363636363636364,0.026441379027795343,0.02676865175506807,0.5454545454545454,0.03767362915323269,0.03816453824414178,0.8181818181818182,0.018157537942152753,0.018375719760334572,0.36363636363636365,1.1272078913144494,1.2951800351245233,1.2992454797668036,1.1607057203051678,1.1635017440242785,1.118068771139527,1.1213618310576472,1.21326768981541,1.2182198743376178,1.24969253912514,1.253305723722997,1.2003280606131816,1.205349660169075,1.2715534583239394,1.2751794031600376
2019-11-29,2019-10-25,-0.003354186117488216,-0.0009287648821106006,-0.00046722642057213913,0.7692307692307693,-0.026673254702549824,-0.02648863931793444,0.3076923076923077,-0.044938622105036366,-0.04461554518195944,0.5384615384615384,-0.04784449835158924,-0.047475267582358475,0.6153846153846154,-0.004238364753004371,-0.003915287829927448,0.5384615384615384,0.003651532184441273,0.004066916799825888,0.6923076923076923,-0.0026692595333453494,-0.0023461826102684265,0.5384615384615384,1.1234270262538795,1.2939771173918888,1.2986384379518476,1.1297459209927616,1.1326821659810318,1.0678243011458453,1.07133166161877,1.15521950583,1.1603845598292923,1.2443958863152194,1.248398671075726,1.2047110971583985,1.210251716951681,1.26815935213315,1.272187599419371
2019-12-27,2019-11-29,0.0444815871885692,0.10219274262706496,0.10251581955014188,0.5384615384615384,0.06475992572481855,0.06503684880174163,0.46153846153846156,0.09698102247060188,0.09725794554752495,0.46153846153846156,0.09477786069021014,0.09519324530559475,0.6923076923076923,0.07906231512713888,0.0793853920502158,0.5384615384615384,0.12560582317890506,0.12606736164044352,0.7692307692307693,0.09215732705090127,0.09252655782013204,0.6153846153846154,1.1733988434721863,1.4262121879148295,1.4317694217177974,1.2029081829241697,1.2063482447503693,1.1713829936899252,1.1755271780278278,1.2647087392201692,1.2708453318819468,1.3427807060219885,1.347503289014041,1.356029826209741,1.3628249578285965,1.3850295283003438,1.3898987388951023
2020-01-23,2019-12-27,0.012208923458741463,0.07062886959278628,0.07103796050187719,0.6818181818181818,0.060424171394283015,0.0608059895761012,0.6363636363636364,0.07726461408085722,0.07756461408085721,0.5,0.047448804527161006,0.047885168163524644,0.7272727272727273,0.04358374720942927,0.04402011084579291,0.7272727272727273,0.059314611041604626,0.05972370195069553,0.6818181818181818,0.08775514102255279,0.08813695920437097,0.6363636363636364,1.1877247801387139,1.5269439425467086,1.533479401345582,1.2755929131407653,1.2797014435458083,1.2618894486382566,1.2667064899331155,1.3247176569712193,1.3316999743089442,1.40130412087095,1.4068205331615098,1.4364622079121863,1.4442179094209209,1.5065729898767402,1.5124001873433066
2020-02-28,2020-01-23,0.020087077294582558,0.08785819455408285,0.08815819455408284,0.5,0.018319162793581846,0.018537344611763665,0.36363636363636365,0.05045862518368999,0.050676807001871806,0.36363636363636365,0.051956472070793444,0.05236556297988435,0.6818181818181818,0.09736728710153325,0.09766728710153325,0.5,0.05394234647553275,0.05432416465735093,0.6363636363636364,0.08398380459761023,0.08420198641579205,0.36363636363636365,1.2115826996020511,1.6610984805241555,1.668668176754084,1.2989607073749303,1.3034237102049884,1.3255626553503477,1.3308991302514743,1.3935453129173314,1.4014351931839295,1.5377453015243534,1.544220878074127,1.513948350030394,1.522673840933398,1.6331007214705857,1.6397472873732293
