date,rebalance_date,benchmark_return,long_return_ew,long_return_ew_gross,ew_turnover,liquidity_return,liquidity_return_gross,liquidity_turnover,volatility_return,volatility_return_gross,volatility_turnover,price_volume_return,price_volume_return_gross,price_volume_turnover,valuation_return,valuation_return_gross,valuation_turnover,momentum_return,momentum_return_gross,momentum_turnover,zl_deviation_return,zl_deviation_return_gross,zl_deviation_turnover,benchmark_nav,long_nav,long_nav_gross,liquidity_nav,liquidity_nav_gross,volatility_nav,volatility_nav_gross,price_volume_nav,price_volume_nav_gross,valuation_nav,valuation_nav_gross,momentum_nav,momentum_nav_gross,zl_deviation_nav,zl_deviation_nav_gross
2019-12-27,2019-11-29,0.0444815871885692,0.059878937411859505,0.060142937411859505,0.44,0.06633920686715736,0.06655520686715735,0.36,0.07060656722753438,0.07075056722753438,0.24,0.040744676978155196,0.041200676978155194,0.76,0.05852783073039558,0.05869583073039558,0.28,0.06643300453938378,0.06674500453938378,0.52,0.03618449727559909,0.03635249727559909,0.28,1.1733988434721863,1.2068338104696836,1.21085883205385,1.1866463020496099,1.1900182618365767,1.1959562085764892,1.1988453937057562,1.1054113512105317,1.1111854103010388,1.181858118118589,1.1851822228313145,1.1971245867554559,1.2021550976738717,1.185707178510779,1.1887107654424962
2020-01-23,2019-12-27,0.012208923458741463,0.027822460187298125,0.028153494670056747,0.5517241379310345,0.026881314322056232,0.027067521218607955,0.3103448275862069,0.05050464183624411,0.05071153838796825,0.3448275862068966,0.02569983240460994,0.026217073783920287,0.8620689655172413,0.03134483519676566,0.03151035243814497,0.27586206896551724,0.03605408260336744,0.036364427430953646,0.5172413793103449,0.043473529880932144,0.04365973677748387,0.3103448275862069,1.1877247801387139,1.2404108961141616,1.2449487397282692,1.2185449142841112,1.2222291063893693,1.2563575485424772,1.2596406879099045,1.133820237674796,1.1403174401905167,1.2189032660569756,1.2225277323761534,1.2402858154928593,1.245870779483984,1.2372540549658029,1.240609564566277
2020-02-28,2020-01-23,0.020087077294582558,0.019176345824208265,0.019457595824208265,0.46875,0.0277732548280605,0.0279045048280605,0.21875,0.028063029032921284,0.028250529032921284,0.3125,0.06236218978565255,0.06283093978565255,0.78125,0.040301802013067635,0.04047055201306764,0.28125,0.06446085400196551,0.06477960400196552,0.53125,0.03566182355482023,0.03583057355482023,0.28125,1.2115826996020511,1.2641974444221629,1.2691724491277594,1.252387872707961,1.2563348043896074,1.2916147469029546,1.2952262037347522,1.2045277505194851,1.2119646566116566,1.2680272641586854,1.2720041045567003,1.3202356983660533,1.3265777952165767,1.2813767907664793,1.2850613168222824
2020-03-27,2020-02-28,-0.016696818946168757,0.050315967482783226,0.05055971748278323,0.40625,0.03937097613940374,0.03944597613940374,0.125,0.03789437767540505,0.03804437767540505,0.25,0.041044488933166874,0.04143823893316687,0.65625,0.027239382622069656,0.027370632622069655,0.21875,0.02586957134304199,0.02613207134304199,0.4375,0.02475606802164839,0.02483106802164839,0.125,1.1913531226284855,1.3278067619275262,1.333341449592591,1.3016956057616245,1.3058921571066624,1.340559683933218,1.3445022786047183,1.2539669764453747,1.262186337630884,1.3025675439823199,1.3068196615962866,1.3543896299545646,1.3612440208032717,1.3130986417600556,1.3169707617922854
2020-04-30,2020-03-27,0.005361956990544411,0.1057165260271593,0.10594878409167542,0.3870967741935484,0.0700691771815959,0.07022401589127332,0.25806451612903225,0.0960845068446751,0.09629741007048155,0.3548387096774194,0.0424402373880469,0.0428660438396598,0.7096774193548387,0.062294899336618983,0.0624497380462964,0.25806451612903225,0.0690255086265296,0.06929647636846509,0.45161290322580644,-0.006445213909780734,-0.00625166552268396,0.3225806451612903,1.19774110683257,1.4681778800338756,1.4746073549559582,1.3929043457982406,1.3975971486996097,1.4693667000597948,1.4739743658682138,1.3071856326024878,1.316291272513589,1.3837108580138455,1.3884302071367245,1.4478770630406756,1.45557343492258,1.3046354401292697,1.3087375010864057
2020-05-29,2020-04-30,-0.032477548924032096,-0.020009042219374832,-0.019814924572316008,0.3235294117647059,-0.04433648293340554,-0.044212953521640834,0.20588235294117646,-0.028833547099727973,-0.02867472357031621,0.2647058823529412,-0.027507094330072722,-0.027083564918308017,0.7058823529411765,-0.02013147825415743,-0.019937360607098605,0.3235294117647059,-0.041597305690421346,-0.04126201157277429,0.5588235294117647,-0.007138525806886965,-0.006944408159828141,0.3235294117647059,1.1588414114370909,1.4388010468467256,1.4453881214437234,1.3311478660428906,1.3358052509221763,1.4269996461068488,1.4317085583772107,1.2712287540995755,1.280641412383065,1.3558547129656984,1.360748573419251,1.3876492782472232,1.3955135470057816,1.2953222663713275,1.2996490937047882
2020-06-24,2020-05-29,0.004223132552955096,0.008264046318161232,0.008447379651494566,0.3055555555555556,-0.01514912043415355,-0.015065787100820217,0.1388888888888889,0.01615779639855333,0.01627446306522,0.19444444444444445,0.009502021210077479,0.009885354543410812,0.6388888888888888,-0.004741945408234326,-0.004608612074900992,0.2222222222222222,-0.0037329596483614167,-0.003482959648361417,0.4166666666666667,0.01021258611080434,0.010329252777471007,0.19444444444444445,1.1637353523254432,1.4506913653404856,1.457597863649319,1.3109821467045404,1.3156802934036251,1.450056815849451,1.45500884643068,1.2833079966838898,1.293301006787446,1.3494253239353178,1.3544774111128868,1.3824692394854485,1.3906530296328188,1.3085508565578872,1.313073497715676
2020-07-31,2020-06-24,0.07508333418281536,0.09928405058163763,0.09940405058163762,0.2,0.05586967647939322,0.056006819336536076,0.22857142857142856,0.07506027368369947,0.07514598796941376,0.14285714285714285,0.07415477502366691,0.07453191788080976,0.6285714285714286,0.04573810900725074,0.04584096615010788,0.17142857142857143,0.09390754194205053,0.09416468479919339,0.42857142857142855,0.0706008404549431,0.07066941188351453,0.11428571428571428,1.2511124826844509,1.5947218802352954,1.6024889954152028,1.3842262951111834,1.3893673619009228,1.5588984773040244,1.5643469236999508,1.3784714124640562,1.3896932112204965,1.4111454864986162,1.4165679642667983,1.512293527576023,1.5216034338332367,1.4009356468089098,1.4058676295590722
2020-08-28,2020-07-31,0.006793071527589063,0.05398050098699232,0.05419588560237694,0.358974358974359,0.10606604152040411,0.10621988767425027,0.2564102564102564,0.11270964208189496,0.11290964208189497,0.3333333333333333,0.03555547980658032,0.036001633652734163,0.7435897435897436,0.08044306234105628,0.0805661392641332,0.20512820512820512,0.004424393212034243,0.004747470135111166,0.5384615384615384,0.015842864393425957,0.016042864393425955,0.3333333333333333,1.2596113792683858,1.6808057662653149,1.6893373056897931,1.5310456988020815,1.5369458070203081,1.734601366722972,1.7409767749468257,1.42748362493387,1.4397244371005486,1.5246623508413246,1.5306953761530269,1.5189845087940337,1.5288272006928425,1.4231304802852196,1.4284217732951958
2020-09-30,2020-08-28,-0.033423242677734194,-0.07420470159001934,-0.07394755873287648,0.42857142857142855,-0.06134835504164687,-0.06120549789878972,0.23809523809523808,-0.09653151524346296,-0.0963743723863201,0.2619047619047619,-0.05057182269855003,-0.05010039412712146,0.7857142857142857,-0.044441887891979476,-0.04424188789197948,0.3333333333333333,-0.06524713829416459,-0.06491856686559316,0.5476190476190477,-0.028270680325429565,-0.028127823182572422,0.23809523809523808,1.217511082459463,1.5560820759488134,1.5644149360576578,1.4371185636869852,1.442876273658173,1.5671576684498219,1.5731912309221658,1.3552931761486309,1.3675936753673632,1.4569034775721126,1.4629745229244933,1.4198751164820556,1.4295779298387266,1.3828976134157012,1.388243378225812
2020-10-30,2020-09-30,0.018460665611766215,0.08829548213310026,0.08852962847456368,0.3902439024390244,0.07935926485192443,0.07954950875436345,0.3170731707317073,0.09101233657153958,0.09111477559592983,0.17073170731707318,0.06853220341297062,0.06898586194955598,0.7560975609756098,0.07309755818096357,0.07325853379071967,0.2682926829268293,0.042379684925924206,0.04265773370641201,0.4634146341463415,0.038658324742808704,0.03889247108427212,0.3902439024390244,1.2399871474313668,1.6934770930833896,1.7029120091269003,1.5511672364062379,1.557656372421007,1.7097883496314463,1.7165321968971237,1.44817440378066,1.461938303859342,1.5633995642879883,1.5701498914471193,1.480048976552725,1.4905604844823508,1.4363581184411804,1.4422355936713915
2020-11-27,2020-10-30,0.006960622801485936,-0.013873481854338572,-0.013573481854338572,0.5,0.0007364054173686282,0.0009711880260642804,0.391304347826087,-0.02847880049190346,-0.028283148317990416,0.32608695652173914,-0.030696170195544083,-0.030252691934674517,0.7391304347826086,-0.009812926464505572,-0.009656404725375137,0.2608695652173913,0.002281164485744687,0.002555077529222948,0.45652173913043476,-0.003091025080322986,-0.0028692859498882033,0.3695652173913043,1.2486182302433273,1.6699826693617592,1.679797563871481,1.5523095243623721,1.559169149638625,1.6610956283389116,1.6679832621796764,1.4037209958093784,1.417710734725185,1.5480580393289902,1.5549878886158022,1.4834252117152,1.4943689820821993,1.4319182994727533,1.4380974073460415
2020-12-31,2020-11-27,-0.00024050585493312623,0.05499386319447986,0.05527471425830965,0.46808510638297873,-0.005107427434055312,-0.00495423594469361,0.2553191489361702,0.025729228015564504,0.025882419504926205,0.2553191489361702,0.05051342386445569,0.05093470046020037,0.7021276595744681,0.04111918994408842,0.0412340835611097,0.19148936170212766,0.0445309298998643,0.044850078836034514,0.5319148936170213,-0.059741396679171034,-0.05963926901959657,0.1702127659574468,1.2483179302483776,1.7618214678177924,1.7726478942262818,1.5443812161114983,1.551444657793628,1.7038343365161008,1.7111547046986062,1.4746277494581335,1.4899214063376227,1.611712931892632,1.6191063891514998,1.549483515829781,1.5613915487387104,1.3463735003317876,1.3523303291929465
2021-01-29,2020-12-31,-0.014464232574607345,-0.03970446458084987,-0.03949630131554375,0.3469387755102041,-0.03762563857776239,-0.037441965108374636,0.30612244897959184,-0.042403691173110554,-0.04224450749964117,0.2653061224489796,-0.046055660797406674,-0.04568831385863116,0.6122448979591837,-0.04785957647318792,-0.0477248825956369,0.22448979591836735,-0.027680842923685906,-0.02732574088286958,0.5918367346938775,-0.054281336188434545,-0.05414664231088352,0.22448979591836735,1.2302619693782124,1.69186928975104,1.7026348588695566,1.4862728866478019,1.4933555210489449,1.6315854715003304,1.6388678169429196,1.4067127940266466,1.4218494095001764,1.5345770335758906,1.541834726819399,1.5065925060152563,1.518725367861174,1.2732905477250784,1.2791061825719767
2021-02-26,2021-01-29,0.006801030596097083,-0.003270445134687104,-0.0030351510170400454,0.39215686274509803,-0.003255618431958012,-0.0031026772554874236,0.2549019607843137,-0.014684680438605976,-0.014555268673900093,0.21568627450980393,-0.005909923329557979,-0.005509923329557979,0.6666666666666666,-0.015616045230062306,-0.015463104053591718,0.2549019607843137,-0.014442464787741008,-0.014136582434799832,0.5098039215686274,0.016108555865621297,0.01632032057150365,0.35294117647058826,1.2386290186731683,1.686336124063847,1.6974671049460108,1.481434149243112,1.4887221208394297,1.607626160243076,1.6150136555463073,1.398399229267241,1.414015128267653,1.5106130092105545,1.5179931760051495,1.4848335967976565,1.4972557815025829,1.2938014196462755,1.2999816055165436
2021-03-26,2021-02-26,0.002326765049542622,0.043606269035058993,0.043870269035058994,0.44,0.055899653549542704,0.056031653549542704,0.22,0.03563639678039556,0.03574439678039556,0.18,0.01323013393538509,0.01363813393538509,0.68,0.009322829410101761,0.009430829410101762,0.18,0.013464504149152469,0.013824504149152468,0.6,0.05351716258520249,0.05360116258520249,0.14,1.2415110173831663,1.7598709507733137,1.771935443518155,1.5642458049422634,1.5721376829458449,1.6649161639640422,1.6727413444559116,1.4169002383655858,1.433299655973628,1.524696196600105,1.5323091106937525,1.5048261449225397,1.5179546002663078,1.363042000574451,1.3696621309116084
2021-04-30,2021-03-26,0.014005989189537549,0.037179242334950784,0.03746159527612725,0.47058823529411764,0.003206021727903129,0.003382492316138423,0.29411764705882354,0.038438933707807946,0.038627169001925594,0.3137254901960784,0.03088542343034924,0.03137954107740806,0.8235294117647058,0.055622162156905464,0.05572804450984664,0.17647058823529413,0.03315209886819261,0.03356386357407497,0.6862745098039216,0.03713276338125097,0.03728570455772155,0.2549019607843137,1.2588996072713265,1.825301619330355,1.8383149719586571,1.5692608109806896,1.577455426578321,1.7289137660197138,1.7373546070647183,1.4606618021860698,1.4782759414044873,1.609503095687413,1.6177017010173376,1.554714290058453,1.5689030213812856,1.4136555166604892,1.4207309484686779
2021-05-28,2021-04-30,0.03067817984640709,0.05906589037185756,0.059416833768083974,0.5849056603773585,0.035803168293195096,0.03597297961394982,0.2830188679245283,0.0712045629449274,0.07136305351096514,0.2641509433962264,0.05859056589290795,0.05908867910045512,0.8301886792452831,0.04704029599174068,0.04722142806721238,0.3018867924528302,0.047262750620514694,0.04763633552617507,0.6226415094339622,0.04178959154757346,0.041936761358894216,0.24528301886792453,1.2975203558317676,1.9331146846732958,1.9475418270609046,1.6254453198921472,1.6342011984805374,1.8520203150986159,1.8613375368561995,1.5462428037543066,1.56562531412806,1.6852145977081718,1.6940918855261347,1.6281943638356362,1.6436398121158342,1.472731603290705,1.4803118032098042
2021-06-25,2021-05-28,0.0023428875638619494,0.0264922421535373,0.026725575486870632,0.3888888888888889,0.014191180877970609,0.01430229198908172,0.18518518518518517,0.022505382356030196,0.022627604578252417,0.2037037037037037,0.02496347591988012,0.025341253697657898,0.6296296296296297,0.024584313416088924,0.024684313416088923,0.16666666666666666,0.028837296768518247,0.02914840787962936,0.5185185185185185,0.02037116570845908,0.020504499041792412,0.2222222222222222,1.3005603001373036,1.98432722701022,1.9995910031738588,1.6485123084339877,1.657574021190113,1.8937007404210457,1.9034551466268401,1.584842398752115,1.6053002224088544,1.7266444415515978,1.735909380584115,1.675147087902393,1.6915492957665839,1.5027328628254246,1.5106648551602735
2021-07-30,2021-06-25,0.027965540058235882,0.10603634885126091,0.10624745996237202,0.35185185185185186,0.05050257512855294,0.05063590846188627,0.2222222222222222,0.08805140190206137,0.08819584634650582,0.24074074074074073,0.077711194286489,0.07814452761982232,0.7222222222222222,0.09849252293405572,0.09863696737850017,0.24074074074074073,0.1274318459826935,0.12774295709380462,0.5185185185185185,0.01759388950572726,0.017738333950171704,0.24074074074074073,1.3369311713089447,2.194738041088531,2.2120424682246926,1.7317664251410196,1.7415067875958965,2.06044374539809,2.0713319842662066,1.7080023943150058,1.73074564997699,1.8967060088100782,1.9071342175288228,1.8886141736063284,1.90763280487775,1.5291717787706003,1.5374615328478942
2021-08-27,2021-07-30,0.03119743417284855,0.08357312621567826,0.08379130803386008,0.36363636363636365,0.033993186947437366,0.03415682331107373,0.2727272727272727,0.08563131779454018,0.08576222688544927,0.21818181818181817,0.06153196319157029,0.061913781373388474,0.6363636363636364,0.07379630092321914,0.0739599372868555,0.2727272727272727,0.08067386754013914,0.08091386754013914,0.4,0.04892658898959134,0.049090225353227705,0.2727272727272727,1.3786399935194846,2.378159160406773,2.3973924000636884,1.7906346849801338,1.8009911272348453,2.236882258558047,2.2489740278559327,1.8130991347731107,1.8379026577626085,2.036675896199105,2.048185744654871,2.0409759832822747,2.061986752966852,1.6039889378849919,1.6129358659673163
2021-09-30,2021-08-27,0.0022146194384976086,-0.025022864891931087,-0.02480857917764537,0.35714285714285715,-0.016599996775548742,-0.016492853918405884,0.17857142857142858,-0.014822757263764213,-0.01472632869233564,0.16071428571428573,-0.022727254960795834,-0.022298683532224407,0.7142857142857143,0.0021701189499637977,0.002266547521392369,0.16071428571428573,-0.030725763483232034,-0.03051147776894632,0.35714285714285715,0.007927198500111001,0.008045055642968145,0.19642857142857142,1.381693156447823,2.318650805044406,2.337916500886823,1.7609101549832777,1.7712876436650158,2.2037254958118204,2.2158548971012,1.7718923684679238,1.796919848034126,2.0410957251563815,2.0528280549777693,1.9782654379449864,1.9990724899938421,1.6167040765875884,1.6259120247575622
2021-10-29,2021-09-30,0.0011502446692329524,0.027560648877855993,0.02776422030642742,0.3392857142857143,0.013989924657326595,0.014118496085898024,0.21428571428571427,0.024899098906758624,0.025016956049615766,0.19642857142857142,0.010463443564100752,0.01089201499267218,0.7142857142857143,0.02743314220483763,0.02758314220483763,0.25,0.005518049577951062,0.005839478149379633,0.5357142857142857,-0.0017080340740697536,-0.0016008912169268965,0.17857142857142858,1.3832824416355427,2.382554325752593,2.4028269296754767,1.785545155379815,1.7962955613290998,2.2585962748953845,2.271288841674307,1.7904324642670486,1.8164919259595438,2.097089394438283,2.1094515031403014,1.9891816047099138,2.010746030118187,1.6139426909370893,1.623309116477632
2021-11-26,2021-10-29,0.045543567561898805,0.10938810376939792,0.10957024662654077,0.30357142857142855,0.0793193833847573,0.07943724052761444,0.19642857142857142,0.14029770175160625,0.14036198746589196,0.10714285714285714,0.09628400362465513,0.0966804321960837,0.6607142857142857,0.07046058256369217,0.07059986827797789,0.23214285714285715,0.10085834118450121,0.10113691261307264,0.4642857142857143,0.060761326628268046,0.0608684694854109,0.17857142857142858,1.4462820589733592,2.6431774255742457,2.666105268960912,1.9271734961101823,1.9389883238930858,2.5754721414479462,2.590091457600816,1.9628224701462371,1.992111150442009,2.2448515348585447,2.258378501400789,2.18980716167568,2.214106675653333,1.7120079899404237,1.7221174578993401
2021-12-31,2021-11-26,0.02263629090203484,0.025665487402021157,0.025869058830592585,0.3392857142857143,0.032971553089353865,0.03313226737506815,0.26785714285714285,0.018417269185782282,0.018567269185782283,0.25,0.015646919293689637,0.016075490722261065,0.7142857142857143,0.008437559681164105,0.008608988252592676,0.2857142857142857,0.03089592641236957,0.031174497840941,0.4642857142857143,0.04045088139907348,0.040579452827644906,0.21428571428571427,1.479020520386674,2.7110158624916285,2.735074903012215,1.990715399349575,2.003231403477447,2.622905305157476,2.6381823829098856,1.9935345949244558,2.0241353147586523,2.2637926036592666,2.277820855389256,2.2574632826000918,2.2831303394331006,1.7812602220957698,1.79200004204583
2022-01-28,2021-12-31,-0.023600051057857948,-0.06844743012384323,-0.06820532486068534,0.40350877192982454,-0.047964409071600315,-0.04773283012423189,0.38596491228070173,-0.07952245333792579,-0.07938561123266263,0.22807017543859648,-0.05502150941014694,-0.05461098309435747,0.6842105263157895,-0.042688364352353125,-0.0424988906681426,0.3157894736842105,-0.05955308673392262,-0.05923729726023841,0.5263157894736842,0.0044761401816284015,0.004665613865838928,0.3157894736842105,1.444115560589929,2.525453793679102,2.548528230733959,1.8952319115900378,1.9076114991957314,2.414325440418293,2.428748661899342,1.8838473124503665,1.9135952953036754,2.1671550001760975,2.181015995894453,2.1230243759327627,2.147883868832233,1.7892333925498292,1.800360822289583
2022-02-25,2022-01-28,-0.008513401807311183,0.00693782939810475,0.007217139742932336,0.46551724137931033,0.011210749727213417,0.011407301451351349,0.3275862068965517,0.013410453019459553,0.013534590950494035,0.20689655172413793,-0.0038027888211391333,-0.003399340545277064,0.6724137931034483,-0.003830982059764607,-0.0036861544735577105,0.2413793103448276,0.015305923704043411,0.01557488922128479,0.4482758620689655,0.0038933226982134223,0.004048495112006526,0.25862068965517243,1.4318212245664363,2.5429749612524444,2.5669213151139743,1.9164788822259018,1.9293721986191215,2.4467026383107084,2.4616207815597093,1.8766834389498472,1.9070903332290983,2.158852668249694,2.1729764340242856,2.155519225052614,2.18133692214948,1.7961994555294447,1.8076495742784706
2022-03-25,2022-02-25,-0.05926682023406278,-0.07464441238597332,-0.07440648135149056,0.39655172413793105,-0.056095328865124895,-0.055929811623745586,0.27586206896551724,-0.10093321587537893,-0.10082976759951685,0.1724137931034483,-0.05559865888909147,-0.0551952106132294,0.6724137931034483,-0.06230283240133846,-0.062178694470303976,0.20689655172413793,-0.10598082986406454,-0.10570151951923695,0.46551724137931033,-0.04396987061345349,-0.0438353878548328,0.22413793103448276,1.3469617334427417,2.3531560895575123,2.3759257321502028,1.8089733690643728,1.8214627749982621,2.1997490727352345,2.2134161302369026,1.7723423565848677,1.8018280806280644,2.0243500322805508,2.0378635962419187,1.9270755087935925,1.9507662948948643,1.7172207978738594,1.7284105540843506
2022-04-29,2022-03-25,-0.0078104142043400274,-0.06543515061909919,-0.06521790923978885,0.3620689655172414,-0.04754956920402998,-0.047404741617823085,0.2413793103448276,-0.08243912463095414,-0.08234602118267828,0.15517241379310345,-0.0282041089512597,-0.02780066067539763,0.6724137931034483,-0.0474610031076602,-0.04734721000421192,0.1896551724137931,-0.049249342402067554,-0.048970032057239966,0.46551724137931033,-0.01917363049602834,-0.018987423599476617,0.3103448275862069,1.336441404387158,2.199176966407066,2.220972823390352,1.722957464663799,1.7351168027829866,2.018403684771189,2.031150118690333,1.7223550196608157,1.7517360695631206,1.9282723491074916,1.9413764405907141,1.8321683072263781,1.8552372068976797,1.684295440815331,1.695592490740145
