model,factor,rebalance_date,return_date,n_obs,ic,rank_ic
ZL,valuation,2021-10-29,2021-11-26,219,0.12351546409531197,0.05573480183257738
ZL,volatility,2021-10-29,2021-11-26,219,0.13494141248835867,0.1760405360631577
ZL,zl_deviation,2021-10-29,2021-11-26,219,0.07080064433457446,-0.0560524181109829
ZL,liquidity,2021-11-26,2021-12-31,241,-0.14684697478311334,-0.1576566304310552
ZL,momentum,2021-11-26,2021-12-31,241,0.04788467326111201,-0.05329978395802614
ZL,price_volume,2021-11-26,2021-12-31,241,-0.10253309574609532,-0.15270738314872606
ZL,valuation,2021-11-26,2021-12-31,241,0.20678631448247511,0.20289513391173145
ZL,volatility,2021-11-26,2021-12-31,241,-0.12479562431545463,-0.1373675456945921
ZL,zl_deviation,2021-11-26,2021-12-31,241,0.18927519690460953,0.08977915709337815
ZL,liquidity,2021-12-31,2022-01-28,251,-0.44601664919509726,-0.48792942515651677
ZL,momentum,2021-12-31,2022-01-28,251,0.1540620099948052,0.16359024162213187
ZL,price_volume,2021-12-31,2022-01-28,251,-0.19480763781869773,-0.22112388541073802
ZL,valuation,2021-12-31,2022-01-28,251,0.3224795327186924,0.4037427433124644
ZL,volatility,2021-12-31,2022-01-28,251,-0.43529561306112535,-0.5566655283627395
ZL,zl_deviation,2021-12-31,2022-01-28,251,0.0483965598769703,0.07517435021817492
ZL,liquidity,2022-01-28,2022-02-25,234,0.028743826660512655,-0.0411488003671366
ZL,momentum,2022-01-28,2022-02-25,234,-0.05200416482633626,-0.025471980189605253
ZL,price_volume,2022-01-28,2022-02-25,234,0.13923833063210062,0.07621783749991222
ZL,valuation,2022-01-28,2022-02-25,234,-0.12094091171266261,0.15657485910430852
ZL,volatility,2022-01-28,2022-02-25,234,0.05967874464511759,-0.03530833151872327
ZL,zl_deviation,2022-01-28,2022-02-25,234,0.07052107174772772,0.3269393498778944
ZL,liquidity,2022-02-25,2022-03-25,259,-0.13581848067848526,-0.14565239914077122
ZL,momentum,2022-02-25,2022-03-25,259,0.0654612943081207,0.13256196126597633
ZL,price_volume,2022-02-25,2022-03-25,259,-0.018836158045231213,-0.003430008081170872
ZL,valuation,2022-02-25,2022-03-25,259,0.18093250932096777,0.2578950276624695
ZL,volatility,2022-02-25,2022-03-25,259,-0.11006009850488115,-0.306182441066162
ZL,zl_deviation,2022-02-25,2022-03-25,259,0.10269350776740101,0.16571235175886337
ZL,liquidity,2022-03-25,2022-04-29,246,-0.19940657192417047,-0.2941963592981381
ZL,momentum,2022-03-25,2022-04-29,246,-0.04501598121266858,-0.004707157870554165
ZL,price_volume,2022-03-25,2022-04-29,246,-0.1659341807422808,-0.2861757717800263
ZL,valuation,2022-03-25,2022-04-29,246,0.13985616643254878,0.16893171013838534
ZL,volatility,2022-03-25,2022-04-29,246,-0.18332365272328885,-0.36264703570773615
ZL,zl_deviation,2022-03-25,2022-04-29,246,-0.01472558260392091,-0.03723527526938493
ZL,liquidity,2022-04-29,2022-05-27,271,0.323143381574425,0.24199225815787573
ZL,momentum,2022-04-29,2022-05-27,271,0.01664316340111189,-0.3224585775269518
ZL,price_volume,2022-04-29,2022-05-27,271,0.20000225772162883,0.14624544774859513
ZL,valuation,2022-04-29,2022-05-27,271,-0.34094485927071794,-0.05374852277934545
ZL,volatility,2022-04-29,2022-05-27,271,0.5134601777486356,0.33564804765694717
ZL,zl_deviation,2022-04-29,2022-05-27,271,-0.29386207810554466,-0.05190410727636689
ZL,liquidity,2022-05-27,2022-06-24,249,0.2822389991404862,0.2011348620287602
ZL,momentum,2022-05-27,2022-06-24,249,0.29721892165020397,0.37328876797512633
ZL,price_volume,2022-05-27,2022-06-24,249,0.16678573405870858,0.1188869024485037
ZL,valuation,2022-05-27,2022-06-24,249,-0.32621693403565644,-0.25805674310143806
ZL,volatility,2022-05-27,2022-06-24,249,0.3567977103759767,0.3161593470656821
ZL,zl_deviation,2022-05-27,2022-06-24,249,-0.21476417570586,-0.218589195491644
ZL,liquidity,2022-06-24,2022-07-29,283,0.034912209200054306,-0.09316836285739397
ZL,momentum,2022-06-24,2022-07-29,283,0.17454247710922036,0.17764522629347998
ZL,price_volume,2022-06-24,2022-07-29,283,0.08332342154976963,-0.04069798839650942
ZL,valuation,2022-06-24,2022-07-29,283,0.13145285836132384,-0.011304879120599848
ZL,volatility,2022-06-24,2022-07-29,283,-0.10515252653576325,-0.03882054828028391
ZL,zl_deviation,2022-06-24,2022-07-29,283,0.41213640332570045,0.1396532718603176
ZL,liquidity,2022-07-29,2022-08-26,275,-0.43825296439072314,-0.36127324100188496
ZL,momentum,2022-07-29,2022-08-26,275,-0.21827634311441785,-0.18786188913503687
ZL,price_volume,2022-07-29,2022-08-26,275,-0.3190700135304105,-0.3495098741395083
ZL,valuation,2022-07-29,2022-08-26,275,0.3221491248589682,0.278990548309421
ZL,volatility,2022-07-29,2022-08-26,275,-0.43444642732424166,-0.4076103412495846
ZL,zl_deviation,2022-07-29,2022-08-26,275,0.4025769464232816,0.21054386926861374
ZL,liquidity,2022-08-26,2022-09-30,272,-0.5016299313725071,-0.5545025844570015
ZL,momentum,2022-08-26,2022-09-30,272,0.09333909071889795,0.12118443744230588
ZL,price_volume,2022-08-26,2022-09-30,272,-0.30131023180512945,-0.3899077371510624
ZL,valuation,2022-08-26,2022-09-30,272,0.05940192156897752,0.07868818830399034
ZL,volatility,2022-08-26,2022-09-30,272,-0.496570916748137,-0.593912870285781
ZL,zl_deviation,2022-08-26,2022-09-30,272,-0.006391652276013227,0.003926776501119891
ZL,liquidity,2022-09-30,2022-10-28,230,-0.26121242300535513,-0.2725743973133378
ZL,momentum,2022-09-30,2022-10-28,230,0.0685622755040702,0.05058844705702499
ZL,price_volume,2022-09-30,2022-10-28,230,-0.0949527679052258,-0.09178886425896107
ZL,valuation,2022-09-30,2022-10-28,230,0.011740456277262628,-0.07630998202481018
ZL,volatility,2022-09-30,2022-10-28,230,-0.14537387423190493,-0.1292423543800039
ZL,zl_deviation,2022-09-30,2022-10-28,230,-0.05110599662999206,-0.06388367660439048
ZL,liquidity,2022-10-28,2022-11-25,273,-0.04669629107723648,-0.07682458160130981
ZL,momentum,2022-10-28,2022-11-25,273,0.043025047079954686,-0.14159498723689365
ZL,price_volume,2022-10-28,2022-11-25,273,0.06262566924572349,-0.0429309848588509
ZL,valuation,2022-10-28,2022-11-25,273,0.23592398356411262,0.2676967193390551
ZL,volatility,2022-10-28,2022-11-25,273,-0.05319996453299614,-0.04831166043059559
ZL,zl_deviation,2022-10-28,2022-11-25,273,0.04017721240409141,0.17654136331680342
ZL,liquidity,2022-11-25,2022-12-30,270,-0.23409708993853562,-0.2406864291691244
ZL,momentum,2022-11-25,2022-12-30,270,-0.19398375978731067,-0.08022332267932344
ZL,price_volume,2022-11-25,2022-12-30,270,-0.19211218468214444,-0.20819886265777152
ZL,valuation,2022-11-25,2022-12-30,270,0.28790512485001,0.015490229251734895
ZL,volatility,2022-11-25,2022-12-30,270,-0.3181320799414087,-0.3211429512064637
ZL,zl_deviation,2022-11-25,2022-12-30,270,0.16308356697976795,0.013433807200525536
ZL,liquidity,2022-12-30,2023-01-20,242,0.22511232535718828,0.17735974947090252
ZL,momentum,2022-12-30,2023-01-20,242,-0.19193099895778895,-0.3051805620647568
ZL,price_volume,2022-12-30,2023-01-20,242,0.05228590680064108,0.02496527367645185
ZL,valuation,2022-12-30,2023-01-20,242,-0.27432507770985126,0.04246878017782079
ZL,volatility,2022-12-30,2023-01-20,242,0.32202109621463665,0.4410918354084456
ZL,zl_deviation,2022-12-30,2023-01-20,242,-0.0001369829658877595,0.038052260735524916
ZL,liquidity,2023-01-20,2023-02-24,281,-0.1636452969645785,-0.2243188136161559
ZL,momentum,2023-01-20,2023-02-24,281,-0.1189473069590582,-0.25535376261506343
ZL,price_volume,2023-01-20,2023-02-24,281,-0.05453752388964306,-0.11140682971151658
ZL,valuation,2023-01-20,2023-02-24,281,0.2229258627013819,0.12291101039492042
ZL,volatility,2023-01-20,2023-02-24,281,-0.15251541316556647,-0.23794416380923533
ZL,zl_deviation,2023-01-20,2023-02-24,281,0.007473199955354386,0.01859890317905007
ZL,liquidity,2023-02-24,2023-03-31,293,-0.12816594910225215,-0.1584325910458218
ZL,momentum,2023-02-24,2023-03-31,293,0.12258043242120088,0.09439074805650073
ZL,price_volume,2023-02-24,2023-03-31,293,-0.03640399988858628,-0.0913806652690863
ZL,valuation,2023-02-24,2023-03-31,293,0.13112841971014538,0.1781063051323248
ZL,volatility,2023-02-24,2023-03-31,293,-0.2107179626040702,-0.25073281167947603
ZL,zl_deviation,2023-02-24,2023-03-31,293,-0.02165969229235478,0.027513907529465028
ZL,liquidity,2023-03-31,2023-04-28,279,-0.01779226542717584,-0.104083369249301
ZL,momentum,2023-03-31,2023-04-28,279,0.20413215021717038,0.12103404833736699
ZL,price_volume,2023-03-31,2023-04-28,279,-0.014160214164371956,-0.07502735139077678
ZL,valuation,2023-03-31,2023-04-28,279,0.25533369791678984,0.12634961155499563
ZL,volatility,2023-03-31,2023-04-28,279,0.025272476007380296,-0.22812938589220788
ZL,zl_deviation,2023-03-31,2023-04-28,279,0.05652627584094461,0.11006917967929804
ZL,liquidity,2023-04-28,2023-05-26,274,-0.2915254778658378,-0.21267929151140832
ZL,momentum,2023-04-28,2023-05-26,274,-0.1362517084897522,-0.03880003208470362
ZL,price_volume,2023-04-28,2023-05-26,274,-0.1369089033837574,-0.10424466044904002
ZL,valuation,2023-04-28,2023-05-26,274,0.17030017663232824,0.11243676031997199
ZL,volatility,2023-04-28,2023-05-26,274,-0.3115095559031999,-0.16515776194608311
ZL,zl_deviation,2023-04-28,2023-05-26,274,0.10640369751868316,0.05032019075814696
ZL,liquidity,2023-05-26,2023-06-30,290,0.15952599851158383,0.13830571604648215
ZL,momentum,2023-05-26,2023-06-30,290,-0.12575264734271163,0.09632514388829912
ZL,price_volume,2023-05-26,2023-06-30,290,0.1726476576633011,0.19017758626840042
ZL,valuation,2023-05-26,2023-06-30,290,-0.0819895572345006,0.04234787325774918
ZL,volatility,2023-05-26,2023-06-30,290,0.23558261576451886,0.24058960067998672
ZL,zl_deviation,2023-05-26,2023-06-30,290,-0.10405371380938681,-0.0024107056092757674
